"node1ID","node2ID","branchID","x1","y1","z1","x2","y2","z2","radius","length","R","G","B","time","type","z3"
0,1,0,0,0,-3,8e-04,0.0017,-3.2,0.068,0.2,0.4314,0.3922,0.1961,0.16,1,-29.8255
1,2,0,8e-04,0.0017,-3.2,-0.0035,0.0033,-3.3796,0.068,0.1796,0.4314,0.3922,0.1961,0.3042,1,-29.6459
2,3,0,-0.0035,0.0033,-3.3796,-0.0076,-0.0021,-3.5794,0.068,0.2,0.4314,0.3922,0.1961,0.4653,1,-29.4461
3,4,0,-0.0076,-0.0021,-3.5794,-0.0197,-0.0047,-3.7583,0.068,0.1793,0.4314,0.3922,0.1961,0.6103,1,-29.2672
4,5,0,-0.0197,-0.0047,-3.7583,-0.0365,-0.0094,-3.9575,0.068,0.2,0.4314,0.3922,0.1961,0.7726,1,-29.068
5,6,0,-0.0365,-0.0094,-3.9575,-0.0487,-0.0069,-4.1571,0.068,0.2,0.4314,0.3922,0.1961,0.9356,1,-28.8684
6,7,0,-0.0487,-0.0069,-4.1571,-0.0496,-0.0065,-4.1738,0.068,0.0167,0.4314,0.3922,0.1961,0.9492,1,-28.8517
7,8,0,-0.0496,-0.0065,-4.1738,-0.0527,-0.0051,-4.3737,0.068,0.2,0.4314,0.3922,0.1961,1.1128,1,-28.6518
8,9,0,-0.0527,-0.0051,-4.3737,-0.0516,0.0018,-4.5736,0.068,0.2,0.4314,0.3922,0.1961,1.277,1,-28.4519
9,10,0,-0.0516,0.0018,-4.5736,-0.0519,0.0045,-4.5983,0.068,0.0248,0.4314,0.3922,0.1961,1.2974,1,-28.4272
10,11,0,-0.0519,0.0045,-4.5983,-0.0518,0.0189,-4.7977,0.068,0.2,0.4314,0.3922,0.1961,1.4624,1,-28.2278
11,12,0,-0.0518,0.0189,-4.7977,-0.0546,0.0241,-4.9572,0.068,0.1596,0.4314,0.3922,0.1961,1.5944,1,-28.0683
12,13,0,-0.0546,0.0241,-4.9572,-0.0609,0.0267,-5.1571,0.068,0.2,0.4314,0.3922,0.1961,1.7606,1,-27.8684
13,14,0,-0.0609,0.0267,-5.1571,-0.0486,0.023,-5.351,0.068,0.1943,0.4314,0.3922,0.1961,1.9226,1,-27.6745
14,15,0,-0.0486,0.023,-5.351,-0.04,0.0221,-5.5508,0.068,0.2,0.4314,0.3922,0.1961,2.09,1,-27.4747
15,16,0,-0.04,0.0221,-5.5508,-0.0545,0.0186,-5.734,0.068,0.1838,0.4314,0.3922,0.1961,2.2444,1,-27.2915
16,17,0,-0.0545,0.0186,-5.734,-0.094,-0.0262,-5.9249,0.068,0.2,0.4314,0.3922,0.1961,2.4131,1,-27.1006
17,18,0,-0.094,-0.0262,-5.9249,-0.1396,-0.0361,-6.1064,0.068,0.1874,0.4314,0.3922,0.1961,2.5718,1,-26.9191
18,19,0,-0.1396,-0.0361,-6.1064,-0.1696,-0.0266,-6.3039,0.068,0.2,0.4314,0.3922,0.1961,2.7418,1,-26.7216
19,20,0,-0.1696,-0.0266,-6.3039,-0.1879,-0.0183,-6.5029,0.068,0.2,0.4314,0.3922,0.1961,2.9124,1,-26.5226
20,21,0,-0.1879,-0.0183,-6.5029,-0.1885,-0.0176,-6.5137,0.068,0.0108,0.4314,0.3922,0.1961,2.9217,1,-26.5118
21,22,0,-0.1885,-0.0176,-6.5137,-0.1613,-0.0174,-6.7118,0.068,0.2,0.4314,0.3922,0.1961,3.0931,1,-26.3137
22,23,0,-0.1613,-0.0174,-6.7118,-0.1496,-0.0367,-6.9105,0.068,0.2,0.4314,0.3922,0.1961,3.2651,1,-26.115
23,24,0,-0.1496,-0.0367,-6.9105,-0.1494,-0.0375,-6.9182,0.068,0.0077,0.4314,0.3922,0.1961,3.2718,1,-26.1073
24,25,0,-0.1494,-0.0375,-6.9182,-0.1438,-0.0419,-7.118,0.068,0.2,0.4314,0.3922,0.1961,3.4446,1,-25.9075
25,26,0,-0.1438,-0.0419,-7.118,-0.1465,-0.044,-7.318,0.068,0.2,0.4314,0.3922,0.1961,3.6181,1,-25.7075
26,27,0,-0.1465,-0.044,-7.318,-0.1464,-0.0442,-7.3225,0.068,0.0045,0.4314,0.3922,0.1961,3.622,1,-25.703
27,28,0,-0.1464,-0.0442,-7.3225,-0.1501,-0.052,-7.5223,0.068,0.2,0.4314,0.3922,0.1961,3.7962,1,-25.5032
28,29,0,-0.1501,-0.052,-7.5223,-0.1569,-0.061,-7.722,0.068,0.2,0.4314,0.3922,0.1961,3.9712,1,-25.3035
29,30,0,-0.1569,-0.061,-7.722,-0.1574,-0.0627,-7.7413,0.068,0.0194,0.4314,0.3922,0.1961,3.9881,1,-25.2842
30,31,0,-0.1574,-0.0627,-7.7413,-0.1816,-0.0573,-7.9397,0.068,0.2,0.4314,0.3922,0.1961,4.1639,1,-25.0858
31,32,0,-0.1816,-0.0573,-7.9397,-0.2053,-0.0514,-8.1382,0.068,0.2,0.4314,0.3922,0.1961,4.3404,1,-24.8873
32,33,0,-0.2053,-0.0514,-8.1382,-0.2064,-0.051,-8.1464,0.068,0.0082,0.4314,0.3922,0.1961,4.3476,1,-24.8791
33,34,0,-0.2064,-0.051,-8.1464,-0.2092,-0.0498,-8.3463,0.068,0.2,0.4314,0.3922,0.1961,4.5249,1,-24.6792
34,35,0,-0.2092,-0.0498,-8.3463,-0.2114,-0.0528,-8.5187,0.068,0.1724,0.4314,0.3922,0.1961,4.6782,1,-24.5068
35,36,0,-0.2114,-0.0528,-8.5187,-0.2227,-0.0652,-8.718,0.068,0.2,0.4314,0.3922,0.1961,4.8569,1,-24.3075
36,37,0,-0.2227,-0.0652,-8.718,-0.2329,-0.0826,-8.917,0.068,0.2,0.4314,0.3922,0.1961,5.0362,1,-24.1085
37,38,0,-0.2329,-0.0826,-8.917,-0.2335,-0.0849,-8.9351,0.068,0.0183,0.4314,0.3922,0.1961,5.0527,1,-24.0904
38,39,0,-0.2335,-0.0849,-8.9351,-0.2285,-0.0913,-9.135,0.068,0.2,0.4314,0.3922,0.1961,5.2329,1,-23.8905
39,40,0,-0.2285,-0.0913,-9.135,-0.229,-0.0944,-9.3261,0.068,0.1911,0.4314,0.3922,0.1961,5.4058,1,-23.6994
40,41,0,-0.229,-0.0944,-9.3261,-0.2252,-0.0958,-9.526,0.068,0.2,0.4314,0.3922,0.1961,5.5876,1,-23.4995
41,42,0,-0.2252,-0.0958,-9.526,-0.2261,-0.096,-9.7079,0.068,0.1819,0.4314,0.3922,0.1961,5.7535,1,-23.3176
42,43,0,-0.2261,-0.096,-9.7079,-0.2244,-0.0979,-9.9079,0.068,0.2,0.4314,0.3922,0.1961,5.9367,1,-23.1176
43,44,0,-0.2244,-0.0979,-9.9079,-0.2229,-0.0984,-10.1079,0.068,0.2,0.4314,0.3922,0.1961,6.1207,1,-22.9176
44,45,0,-0.2229,-0.0984,-10.1079,-0.2228,-0.0983,-10.1117,0.068,0.0038,0.4314,0.3922,0.1961,6.1242,1,-22.9138
45,46,0,-0.2228,-0.0983,-10.1117,-0.2454,-0.0862,-10.3101,0.068,0.2,0.4314,0.3922,0.1961,6.309,1,-22.7154
