node1ID node2ID branchID x1 y1 z1 x2 y2 z2 radius length R G B time type 
0 1 0 0.0000 0.0000 -0.0000 0.0016 0.0004 -0.1819 0.0626 0.1819 0.4314 0.3922 0.1961 0.1862 1.0000 
1 2 0 0.0016 0.0004 -0.1819 0.0014 0.0140 -0.3814 0.0626 0.2000 0.4314 0.3922 0.1961 0.3916 1.0000 
2 3 0 0.0014 0.0140 -0.3814 0.0013 0.0150 -0.4006 0.0626 0.0192 0.4314 0.3922 0.1961 0.4114 1.0000 
3 4 0 0.0013 0.0150 -0.4006 -0.0112 0.0205 -0.5658 0.0626 0.1657 0.4314 0.3922 0.1961 0.5824 1.0000 
4 5 0 -0.0112 0.0205 -0.5658 -0.0118 0.0136 -0.6447 0.0626 0.0793 0.4314 0.3922 0.1961 0.6644 1.0000 
5 6 0 -0.0118 0.0136 -0.6447 -0.0019 -0.0053 -0.7787 0.0626 0.1356 0.4314 0.3922 0.1961 0.8050 1.0000 
6 7 0 -0.0019 -0.0053 -0.7787 0.0163 -0.0155 -0.8942 0.0626 0.1174 0.4314 0.3922 0.1961 0.9271 1.0000 
7 8 0 0.0163 -0.0155 -0.8942 0.0378 -0.0349 -1.0466 0.0626 0.1551 0.4314 0.3922 0.1961 1.0887 1.0000 
8 9 0 0.0378 -0.0349 -1.0466 0.0508 -0.0404 -1.1823 0.0626 0.1365 0.4314 0.3922 0.1961 1.2314 1.0000 
9 10 0 0.0508 -0.0404 -1.1823 0.0685 -0.0489 -1.3813 0.0626 0.2000 0.4314 0.3922 0.1961 1.4412 1.0000 
10 11 0 0.0685 -0.0489 -1.3813 0.0706 -0.0514 -1.4248 0.0626 0.0436 0.4314 0.3922 0.1961 1.4871 1.0000 
11 12 0 0.0706 -0.0514 -1.4248 0.0780 -0.0616 -1.6244 0.0626 0.2000 0.4314 0.3922 0.1961 1.6980 1.0000 
12 13 0 0.0780 -0.0616 -1.6244 0.0782 -0.0617 -1.6293 0.0626 0.0049 0.4314 0.3922 0.1961 1.7031 1.0000 
13 14 0 0.0782 -0.0617 -1.6293 0.0780 -0.0654 -1.8058 0.0626 0.1766 0.4314 0.3922 0.1961 1.8900 1.0000 
14 15 0 0.0780 -0.0654 -1.8058 0.0781 -0.0645 -1.8397 0.0626 0.0338 0.4314 0.3922 0.1961 1.9259 1.0000 
15 16 0 0.0781 -0.0645 -1.8397 0.0824 -0.0633 -2.0396 0.0626 0.2000 0.4314 0.3922 0.1961 2.1387 1.0000 
16 17 0 0.0824 -0.0633 -2.0396 0.0823 -0.0647 -2.1040 0.0626 0.0644 0.4314 0.3922 0.1961 2.2074 1.0000 
17 18 0 0.0823 -0.0647 -2.1040 0.0824 -0.0654 -2.1521 0.0626 0.0482 0.4314 0.3922 0.1961 2.2588 1.0000 
18 19 0 0.0824 -0.0654 -2.1521 0.0818 -0.0614 -2.3521 0.0626 0.2000 0.4314 0.3922 0.1961 2.4730 1.0000 
19 20 0 0.0818 -0.0614 -2.3521 0.0796 -0.0639 -2.4231 0.0626 0.0711 0.4314 0.3922 0.1961 2.5494 1.0000 
20 21 0 0.0796 -0.0639 -2.4231 0.0764 -0.0740 -2.6217 0.0626 0.1989 0.4314 0.3922 0.1961 2.7636 1.0000 
21 22 0 0.0764 -0.0740 -2.6217 0.0681 -0.0829 -2.8119 0.0626 0.1906 0.4314 0.3922 0.1961 2.9697 1.0000 
22 23 0 0.0681 -0.0829 -2.8119 0.0783 -0.0730 -3.0114 0.0626 0.2000 0.4314 0.3922 0.1961 3.1869 1.0000 
23 24 0 0.0783 -0.0730 -3.0114 0.0811 -0.0712 -3.0553 0.0626 0.0441 0.4314 0.3922 0.1961 3.2349 1.0000 
24 25 0 0.0811 -0.0712 -3.0553 0.1000 -0.0524 -3.2298 0.0626 0.1765 0.4314 0.3922 0.1961 3.4276 1.0000 
25 26 0 0.1000 -0.0524 -3.2298 0.1052 -0.0310 -3.4080 0.0626 0.1795 0.4314 0.3922 0.1961 3.6243 1.0000 
26 27 0 0.1052 -0.0310 -3.4080 0.1167 -0.0154 -3.5584 0.0626 0.1517 0.4314 0.3922 0.1961 3.7911 1.0000 
27 28 0 0.1167 -0.0154 -3.5584 0.1258 -0.0044 -3.6390 0.0626 0.0818 0.4314 0.3922 0.1961 3.8813 1.0000 
28 29 0 0.1258 -0.0044 -3.6390 0.1362 0.0124 -3.7430 0.0626 0.1059 0.4314 0.3922 0.1961 3.9983 1.0000 
29 30 0 0.1362 0.0124 -3.7430 0.1261 0.0054 -3.9426 0.0626 0.2000 0.4314 0.3922 0.1961 4.2200 1.0000 
30 31 0 0.1261 0.0054 -3.9426 0.1146 -0.0008 -4.0467 0.0626 0.1049 0.4314 0.3922 0.1961 4.3367 1.0000 
31 32 0 0.1146 -0.0008 -4.0467 0.1095 -0.0369 -4.2433 0.0626 0.2000 0.4314 0.3922 0.1961 4.5599 1.0000 
32 33 0 0.1095 -0.0369 -4.2433 0.1092 -0.0388 -4.2537 0.0626 0.0105 0.4314 0.3922 0.1961 4.5717 1.0000 
33 34 0 0.1092 -0.0388 -4.2537 0.1054 -0.0467 -4.3209 0.0626 0.0678 0.4314 0.3922 0.1961 4.6476 1.0000 
34 35 0 0.1054 -0.0467 -4.3209 0.1147 -0.0801 -4.5179 0.0626 0.2000 0.4314 0.3922 0.1961 4.8722 1.0000 
35 36 0 0.1147 -0.0801 -4.5179 0.1147 -0.0836 -4.5379 0.0626 0.0203 0.4314 0.3922 0.1961 4.8951 1.0000 
36 37 0 0.1147 -0.0836 -4.5379 0.1118 -0.0668 -4.7372 0.0626 0.2000 0.4314 0.3922 0.1961 5.1208 1.0000 
37 38 0 0.1118 -0.0668 -4.7372 0.1114 -0.0639 -4.7746 0.0626 0.0376 0.4314 0.3922 0.1961 5.1634 1.0000 
38 39 0 0.1114 -0.0639 -4.7746 0.1031 -0.0572 -4.9639 0.0626 0.1896 0.4314 0.3922 0.1961 5.3785 1.0000 
39 40 0 0.1031 -0.0572 -4.9639 0.0939 -0.0482 -5.1635 0.0626 0.2000 0.4314 0.3922 0.1961 5.6064 1.0000 
40 41 0 0.0939 -0.0482 -5.1635 0.0956 -0.0422 -5.2400 0.0626 0.0767 0.4314 0.3922 0.1961 5.6941 1.0000 
41 42 0 0.0956 -0.0422 -5.2400 0.0787 -0.0495 -5.4391 0.0626 0.2000 0.4314 0.3922 0.1961 5.9234 1.0000 
42 43 0 0.0787 -0.0495 -5.4391 0.0776 -0.0502 -5.4601 0.0626 0.0210 0.4314 0.3922 0.1961 5.9475 1.0000 
43 44 0 0.0776 -0.0502 -5.4601 0.0697 -0.0564 -5.6598 0.0626 0.2000 0.4314 0.3922 0.1961 6.1781 1.0000 
44 45 0 0.0697 -0.0564 -5.6598 0.0538 -0.0674 -5.7808 0.0626 0.1226 0.4314 0.3922 0.1961 6.3198 1.0000 
45 46 0 0.0538 -0.0674 -5.7808 0.0475 -0.0790 -5.9447 0.0626 0.1644 0.4314 0.3922 0.1961 6.5106 1.0000 
46 47 0 0.0475 -0.0790 -5.9447 0.0471 -0.0770 -6.0655 0.0626 0.1208 0.4314 0.3922 0.1961 6.6514 1.0000 
47 48 0 0.0471 -0.0770 -6.0655 0.0308 -0.0810 -6.2648 0.0626 0.2000 0.4314 0.3922 0.1961 6.8851 1.0000 
48 49 0 0.0308 -0.0810 -6.2648 0.0282 -0.0782 -6.3425 0.0626 0.0778 0.4314 0.3922 0.1961 6.9764 1.0000 
49 50 0 0.0282 -0.0782 -6.3425 0.0183 -0.0676 -6.4660 0.0626 0.1243 0.4314 0.3922 0.1961 7.1225 1.0000 
50 51 0 0.0183 -0.0676 -6.4660 0.0179 -0.0607 -6.6206 0.0626 0.1548 0.4314 0.3922 0.1961 7.3051 1.0000 
51 52 0 0.0179 -0.0607 -6.6206 0.0284 -0.0535 -6.7833 0.0626 0.1632 0.4314 0.3922 0.1961 7.4983 1.0000 
52 53 0 0.0284 -0.0535 -6.7833 0.0341 -0.0375 -6.9826 0.0626 0.2000 0.4314 0.3922 0.1961 7.7360 1.0000 
53 54 0 0.0341 -0.0375 -6.9826 0.0323 -0.0367 -7.0237 0.0626 0.0412 0.4314 0.3922 0.1961 7.7851 1.0000 
54 55 0 0.0323 -0.0367 -7.0237 0.0214 -0.0585 -7.2223 0.0626 0.2000 0.4314 0.3922 0.1961 8.0243 1.0000 
55 56 0 0.0214 -0.0585 -7.2223 0.0210 -0.0605 -7.2366 0.0626 0.0145 0.4314 0.3922 0.1961 8.0416 1.0000 
56 57 0 0.0210 -0.0605 -7.2366 0.0214 -0.0703 -7.4282 0.0626 0.1919 0.4314 0.3922 0.1961 8.2722 1.0000 
57 58 0 0.0214 -0.0703 -7.4282 0.0155 -0.0705 -7.5357 0.0626 0.1076 0.4314 0.3922 0.1961 8.4020 1.0000 
58 59 0 0.0155 -0.0705 -7.5357 0.0006 -0.0686 -7.7351 0.0626 0.2000 0.4314 0.3922 0.1961 8.6441 1.0000 
59 60 0 0.0006 -0.0686 -7.7351 -0.0005 -0.0674 -7.7649 0.0626 0.0298 0.4314 0.3922 0.1961 8.6803 1.0000 
60 61 0 -0.0005 -0.0674 -7.7649 0.0164 -0.0716 -7.9641 0.0626 0.2000 0.4314 0.3922 0.1961 8.9237 1.0000 
61 62 0 0.0164 -0.0716 -7.9641 0.0194 -0.0710 -8.0187 0.0626 0.0546 0.4314 0.3922 0.1961 8.9904 1.0000 
62 63 0 0.0194 -0.0710 -8.0187 0.0399 -0.0608 -8.2173 0.0626 0.2000 0.4314 0.3922 0.1961 9.2353 1.0000 
63 64 0 0.0399 -0.0608 -8.2173 0.0412 -0.0601 -8.2299 0.0626 0.0126 0.4314 0.3922 0.1961 9.2508 1.0000 
64 65 0 0.0412 -0.0601 -8.2299 0.0592 -0.0487 -8.4287 0.0626 0.2000 0.4314 0.3922 0.1961 9.4971 1.0000 
65 66 0 0.0592 -0.0487 -8.4287 0.0634 -0.0442 -8.4998 0.0626 0.0713 0.4314 0.3922 0.1961 9.5851 1.0000 
66 67 0 0.0634 -0.0442 -8.4998 0.0803 -0.0206 -8.6962 0.0626 0.1986 0.4314 0.3922 0.1961 9.8313 1.0000 
67 68 0 0.0803 -0.0206 -8.6962 0.1029 -0.0141 -8.8949 0.0626 0.2000 0.4314 0.3922 0.1961 10.0803 1.0000 
68 69 0 0.1029 -0.0141 -8.8949 0.1107 -0.0188 -9.0299 0.0626 0.1354 0.4314 0.3922 0.1961 10.2497 1.0000 
69 70 0 0.1107 -0.0188 -9.0299 0.1227 -0.0246 -9.2295 0.0626 0.2000 0.4314 0.3922 0.1961 10.5008 1.0000 
70 71 0 0.1227 -0.0246 -9.2295 0.1282 -0.0229 -9.3023 0.0626 0.0731 0.4314 0.3922 0.1961 10.5929 1.0000 
71 72 0 0.1282 -0.0229 -9.3023 0.1276 -0.0297 -9.4181 0.0626 0.1160 0.4314 0.3922 0.1961 10.7394 1.0000 
72 73 0 0.1276 -0.0297 -9.4181 0.1240 -0.0324 -9.5319 0.0626 0.1139 0.4314 0.3922 0.1961 10.8838 1.0000 
73 74 0 0.1240 -0.0324 -9.5319 0.1029 -0.0204 -9.6630 0.0626 0.1333 0.4314 0.3922 0.1961 11.0532 1.0000 
74 75 0 0.1029 -0.0204 -9.6630 0.0773 -0.0097 -9.8076 0.0626 0.1472 0.4314 0.3922 0.1961 11.2410 1.0000 
75 76 0 0.0773 -0.0097 -9.8076 0.0647 -0.0138 -10.0072 0.0626 0.2000 0.4314 0.3922 0.1961 11.4971 1.0000 
76 77 0 0.0647 -0.0138 -10.0072 0.0632 -0.0131 -10.0455 0.0626 0.0383 0.4314 0.3922 0.1961 11.5464 1.0000 
77 78 0 0.0632 -0.0131 -10.0455 0.0678 -0.0019 -10.2451 0.0626 0.2000 0.4314 0.3922 0.1961 11.8041 1.0000 
78 79 0 0.0678 -0.0019 -10.2451 0.0689 0.0011 -10.2894 0.0626 0.0444 0.4314 0.3922 0.1961 11.8616 1.0000 
79 80 0 0.0689 0.0011 -10.2894 0.0699 0.0091 -10.4893 0.0626 0.2000 0.4314 0.3922 0.1961 12.1210 1.0000 
80 81 0 0.0699 0.0091 -10.4893 0.0701 0.0103 -10.5075 0.0626 0.0183 0.4314 0.3922 0.1961 12.1447 1.0000 
81 82 0 0.0701 0.0103 -10.5075 0.0705 0.0138 -10.5653 0.0626 0.0579 0.4314 0.3922 0.1961 12.2201 1.0000 
82 83 0 0.0705 0.0138 -10.5653 0.0756 0.0335 -10.7642 0.0626 0.2000 0.4314 0.3922 0.1961 12.4814 1.0000 
83 84 0 0.0756 0.0335 -10.7642 0.0771 0.0371 -10.8033 0.0626 0.0392 0.4314 0.3922 0.1961 12.5327 1.0000 
