node1ID node2ID branchID x1 y1 z1 x2 y2 z2 radius length R G B time type 
0 1 0 0.0000 0.0000 -0.0000 -0.0067 -0.0244 -0.1984 0.0701 0.2000 0.4314 0.3922 0.1961 0.0951 1.0000 
1 2 0 -0.0067 -0.0244 -0.1984 -0.0069 -0.0258 -0.2098 0.0701 0.0115 0.4314 0.3922 0.1961 0.1006 1.0000 
2 3 0 -0.0069 -0.0258 -0.2098 -0.0218 -0.0322 -0.4092 0.0701 0.2000 0.4314 0.3922 0.1961 0.1960 1.0000 
3 4 0 -0.0218 -0.0322 -0.4092 -0.0259 -0.0339 -0.4689 0.0701 0.0599 0.4314 0.3922 0.1961 0.2247 1.0000 
4 5 0 -0.0259 -0.0339 -0.4689 -0.0251 -0.0399 -0.6154 0.0701 0.1467 0.4314 0.3922 0.1961 0.2950 1.0000 
5 6 0 -0.0251 -0.0399 -0.6154 -0.0268 -0.0417 -0.8154 0.0701 0.2000 0.4314 0.3922 0.1961 0.3913 1.0000 
6 7 0 -0.0268 -0.0417 -0.8154 -0.0258 -0.0442 -0.8953 0.0701 0.0799 0.4314 0.3922 0.1961 0.4299 1.0000 
7 8 0 -0.0258 -0.0442 -0.8953 -0.0250 -0.0508 -1.0952 0.0701 0.2000 0.4314 0.3922 0.1961 0.5267 1.0000 
8 9 0 -0.0250 -0.0508 -1.0952 -0.0250 -0.0509 -1.0988 0.0701 0.0036 0.4314 0.3922 0.1961 0.5285 1.0000 
9 10 0 -0.0250 -0.0509 -1.0988 -0.0108 -0.0497 -1.2983 0.0701 0.2000 0.4314 0.3922 0.1961 0.6257 1.0000 
10 11 0 -0.0108 -0.0497 -1.2983 -0.0062 -0.0494 -1.3599 0.0701 0.0618 0.4314 0.3922 0.1961 0.6558 1.0000 
11 12 0 -0.0062 -0.0494 -1.3599 0.0061 -0.0470 -1.5595 0.0701 0.2000 0.4314 0.3922 0.1961 0.7536 1.0000 
12 13 0 0.0061 -0.0470 -1.5595 0.0128 -0.0504 -1.6642 0.0701 0.1050 0.4314 0.3922 0.1961 0.8050 1.0000 
13 14 0 0.0128 -0.0504 -1.6642 0.0452 -0.0402 -1.8613 0.0701 0.2000 0.4314 0.3922 0.1961 0.9034 1.0000 
14 15 0 0.0452 -0.0402 -1.8613 0.0523 -0.0383 -1.9146 0.0701 0.0538 0.4314 0.3922 0.1961 0.9299 1.0000 
