"node1ID","node2ID","branchID","x1","y1","z1","x2","y2","z2","radius","length","R","G","B","time","type","z3"
0,1,0,0,0,-3,0.0022,-0.0039,-3.2,0.0716,0.2,0.4314,0.3922,0.1961,0.1572,1,-30.0322
1,2,0,0.0022,-0.0039,-3.2,0.0052,-0.0083,-3.3749,0.0716,0.175,0.4314,0.3922,0.1961,0.2952,1,-29.8573
2,3,0,0.0052,-0.0083,-3.3749,-0.004,0.0123,-3.5736,0.0716,0.2,0.4314,0.3922,0.1961,0.4536,1,-29.6586
3,4,0,-0.004,0.0123,-3.5736,-0.0133,0.0313,-3.7725,0.0716,0.2,0.4314,0.3922,0.1961,0.6125,1,-29.4597
4,5,0,-0.0133,0.0313,-3.7725,-0.0148,0.0343,-3.8038,0.0716,0.0314,0.4314,0.3922,0.1961,0.6375,1,-29.4284
5,6,0,-0.0148,0.0343,-3.8038,-0.0267,0.0161,-4.0026,0.0716,0.2,0.4314,0.3922,0.1961,0.7971,1,-29.2296
6,7,0,-0.0267,0.0161,-4.0026,-0.0401,0.0116,-4.2021,0.0716,0.2,0.4314,0.3922,0.1961,0.9574,1,-29.0301
7,8,0,-0.0401,0.0116,-4.2021,-0.0404,0.0116,-4.2068,0.0716,0.0048,0.4314,0.3922,0.1961,0.9612,1,-29.0254
8,9,0,-0.0404,0.0116,-4.2068,-0.0452,0.0246,-4.4063,0.0716,0.2,0.4314,0.3922,0.1961,1.1221,1,-28.8259
9,10,0,-0.0452,0.0246,-4.4063,-0.0387,0.028,-4.6062,0.0716,0.2,0.4314,0.3922,0.1961,1.2836,1,-28.626
10,11,0,-0.0387,0.028,-4.6062,-0.0375,0.0302,-4.6401,0.0716,0.034,0.4314,0.3922,0.1961,1.3111,1,-28.5921
11,12,0,-0.0375,0.0302,-4.6401,-0.0334,0.0567,-4.8383,0.0716,0.2,0.4314,0.3922,0.1961,1.4733,1,-28.3939
12,13,0,-0.0334,0.0567,-4.8383,-0.0324,0.0874,-5.0174,0.0716,0.1817,0.4314,0.3922,0.1961,1.6213,1,-28.2148
13,14,0,-0.0324,0.0874,-5.0174,-0.0306,0.1052,-5.2166,0.0716,0.2,0.4314,0.3922,0.1961,1.7848,1,-28.0156
14,15,0,-0.0306,0.1052,-5.2166,-0.0451,0.0981,-5.4159,0.0716,0.2,0.4314,0.3922,0.1961,1.9489,1,-27.8163
15,16,0,-0.0451,0.0981,-5.4159,-0.0462,0.0964,-5.4363,0.0716,0.0204,0.4314,0.3922,0.1961,1.9657,1,-27.7959
16,17,0,-0.0462,0.0964,-5.4363,-0.0381,0.0572,-5.6322,0.0716,0.2,0.4314,0.3922,0.1961,2.1305,1,-27.6
17,18,0,-0.0381,0.0572,-5.6322,-0.0321,0.0163,-5.8279,0.0716,0.2,0.4314,0.3922,0.1961,2.296,1,-27.4043
18,19,0,-0.0321,0.0163,-5.8279,-0.0312,0.0124,-5.848,0.0716,0.0205,0.4314,0.3922,0.1961,2.313,1,-27.3842
19,20,0,-0.0312,0.0124,-5.848,-0.0159,-0.0213,-6.0445,0.0716,0.2,0.4314,0.3922,0.1961,2.4792,1,-27.1877
20,21,0,-0.0159,-0.0213,-6.0445,0.0046,-0.0615,-6.2394,0.0716,0.2,0.4314,0.3922,0.1961,2.6461,1,-26.9928
21,22,0,0.0046,-0.0615,-6.2394,0.0048,-0.0624,-6.2444,0.0716,0.0051,0.4314,0.3922,0.1961,2.6504,1,-26.9878
22,23,0,0.0048,-0.0624,-6.2444,-0.0064,-0.0818,-6.4432,0.0716,0.2,0.4314,0.3922,0.1961,2.818,1,-26.789
23,24,0,-0.0064,-0.0818,-6.4432,-0.0271,-0.0962,-6.6416,0.0716,0.2,0.4314,0.3922,0.1961,2.9863,1,-26.5906
24,25,0,-0.0271,-0.0962,-6.6416,-0.0281,-0.0966,-6.6647,0.0716,0.0232,0.4314,0.3922,0.1961,3.0058,1,-26.5675
25,26,0,-0.0281,-0.0966,-6.6647,-0.0366,-0.0999,-6.8645,0.0716,0.2,0.4314,0.3922,0.1961,3.1748,1,-26.3677
26,27,0,-0.0366,-0.0999,-6.8645,-0.0044,-0.0992,-7.0443,0.0716,0.1827,0.4314,0.3922,0.1961,3.3298,1,-26.1879
27,28,0,-0.0044,-0.0992,-7.0443,0.0254,-0.0938,-7.242,0.0716,0.2,0.4314,0.3922,0.1961,3.5002,1,-25.9902
28,29,0,0.0254,-0.0938,-7.242,0.0503,-0.0756,-7.4396,0.0716,0.2,0.4314,0.3922,0.1961,3.6713,1,-25.7926
29,30,0,0.0503,-0.0756,-7.4396,0.0518,-0.0748,-7.4558,0.0716,0.0163,0.4314,0.3922,0.1961,3.6852,1,-25.7764
30,31,0,0.0518,-0.0748,-7.4558,0.0419,-0.079,-7.6555,0.0716,0.2,0.4314,0.3922,0.1961,3.8571,1,-25.5767
31,32,0,0.0419,-0.079,-7.6555,0.0208,-0.0616,-7.8537,0.0716,0.2,0.4314,0.3922,0.1961,4.0296,1,-25.3785
32,33,0,0.0208,-0.0616,-7.8537,0.0174,-0.0588,-7.8866,0.0716,0.0332,0.4314,0.3922,0.1961,4.0584,1,-25.3456
33,34,0,0.0174,-0.0588,-7.8866,0.0012,-0.0424,-8.0853,0.0716,0.2,0.4314,0.3922,0.1961,4.2318,1,-25.1469
34,35,0,0.0012,-0.0424,-8.0853,0.0028,-0.0341,-8.2744,0.0716,0.1894,0.4314,0.3922,0.1961,4.3966,1,-24.9578
35,36,0,0.0028,-0.0341,-8.2744,0.0041,-0.0314,-8.4744,0.0716,0.2,0.4314,0.3922,0.1961,4.5715,1,-24.7578
36,37,0,0.0041,-0.0314,-8.4744,0.0055,-0.0285,-8.6613,0.0716,0.1869,0.4314,0.3922,0.1961,4.7355,1,-24.5709
37,38,0,0.0055,-0.0285,-8.6613,0.0042,-0.0386,-8.861,0.0716,0.2,0.4314,0.3922,0.1961,4.9117,1,-24.3712
38,39,0,0.0042,-0.0386,-8.861,0.003,-0.0492,-9.0607,0.0716,0.2,0.4314,0.3922,0.1961,5.0887,1,-24.1715
39,40,0,0.003,-0.0492,-9.0607,0.0029,-0.0505,-9.0849,0.0716,0.0242,0.4314,0.3922,0.1961,5.1102,1,-24.1473
40,41,0,0.0029,-0.0505,-9.0849,0.0175,-0.0536,-9.2843,0.0716,0.2,0.4314,0.3922,0.1961,5.2881,1,-23.9479
41,42,0,0.0175,-0.0536,-9.2843,0.0148,-0.0419,-9.4499,0.0716,0.166,0.4314,0.3922,0.1961,5.4363,1,-23.7823
42,43,0,0.0148,-0.0419,-9.4499,0.03,-0.0416,-9.6494,0.0716,0.2,0.4314,0.3922,0.1961,5.6156,1,-23.5828
43,44,0,0.03,-0.0416,-9.6494,0.0535,-0.0513,-9.8477,0.0716,0.2,0.4314,0.3922,0.1961,5.7956,1,-23.3845
44,45,0,0.0535,-0.0513,-9.8477,0.0555,-0.0516,-9.8728,0.0716,0.0251,0.4314,0.3922,0.1961,5.8183,1,-23.3594
45,46,0,0.0555,-0.0516,-9.8728,0.0737,-0.0604,-10.0718,0.0716,0.2,0.4314,0.3922,0.1961,5.9993,1,-23.1604
46,47,0,0.0737,-0.0604,-10.0718,0.0808,-0.062,-10.2692,0.0716,0.1976,0.4314,0.3922,0.1961,6.1788,1,-22.963
47,48,0,0.0808,-0.062,-10.2692,0.0858,-0.0691,-10.4691,0.0716,0.2,0.4314,0.3922,0.1961,6.3614,1,-22.7631
48,49,0,0.0858,-0.0691,-10.4691,0.0889,-0.076,-10.6689,0.0716,0.2,0.4314,0.3922,0.1961,6.5447,1,-22.5633
49,50,0,0.0889,-0.076,-10.6689,0.0889,-0.0761,-10.6711,0.0716,0.0021,0.4314,0.3922,0.1961,6.5467,1,-22.5611
50,51,0,0.0889,-0.0761,-10.6711,0.0835,-0.0793,-10.871,0.0716,0.2,0.4314,0.3922,0.1961,6.7308,1,-22.3612
51,52,0,0.0835,-0.0793,-10.871,0.0785,-0.0845,-11.0616,0.0716,0.1907,0.4314,0.3922,0.1961,6.9072,1,-22.1706
52,53,0,0.0785,-0.0845,-11.0616,0.0662,-0.0845,-11.2612,0.0716,0.2,0.4314,0.3922,0.1961,7.093,1,-21.971
53,54,0,0.0662,-0.0845,-11.2612,0.0515,-0.0726,-11.4304,0.0716,0.1703,0.4314,0.3922,0.1961,7.2518,1,-21.8018
54,55,0,0.0515,-0.0726,-11.4304,0.0455,-0.0541,-11.6295,0.0716,0.2,0.4314,0.3922,0.1961,7.4391,1,-21.6027
55,56,0,0.0455,-0.0541,-11.6295,0.0359,-0.0397,-11.816,0.0716,0.1873,0.4314,0.3922,0.1961,7.6154,1,-21.4162
56,57,0,0.0359,-0.0397,-11.816,0.0184,-0.0322,-12.0151,0.0716,0.2,0.4314,0.3922,0.1961,7.8044,1,-21.2171
57,58,0,0.0184,-0.0322,-12.0151,0.0013,-0.0279,-12.1964,0.0716,0.1821,0.4314,0.3922,0.1961,7.9772,1,-21.0358
58,59,0,0.0013,-0.0279,-12.1964,-0.0333,-0.0365,-12.3932,0.0716,0.2,0.4314,0.3922,0.1961,8.1678,1,-20.839
59,60,0,-0.0333,-0.0365,-12.3932,-0.0665,-0.0429,-12.5527,0.0716,0.1631,0.4314,0.3922,0.1961,8.3239,1,-20.6795
60,61,0,-0.0665,-0.0429,-12.5527,-0.0975,-0.0498,-12.7501,0.0716,0.2,0.4314,0.3922,0.1961,8.5161,1,-20.4821
61,62,0,-0.0975,-0.0498,-12.7501,-0.1042,-0.0551,-12.9352,0.0716,0.1853,0.4314,0.3922,0.1961,8.6951,1,-20.297
