"node1ID","node2ID","branchID","x1","y1","z1","x2","y2","z2","radius","length","R","G","B","time","type","z3"
0,1,0,0,0,-3,6e-04,0.002,-3.2,0.0603,0.2,0.4314,0.3922,0.1961,0.1532,1,-30.5231
1,2,0,6e-04,0.002,-3.2,-0.0085,-0.026,-3.3885,0.0603,0.1908,0.4314,0.3922,0.1961,0.3,1,-30.3346
2,3,0,-0.0085,-0.026,-3.3885,-0.0175,-0.0487,-3.587,0.0603,0.2,0.4314,0.3922,0.1961,0.4544,1,-30.1361
3,4,0,-0.0175,-0.0487,-3.587,-0.0107,-0.0658,-3.7747,0.0603,0.1886,0.4314,0.3922,0.1961,0.6005,1,-29.9484
4,5,0,-0.0107,-0.0658,-3.7747,0.0071,-0.085,-3.973,0.0603,0.2,0.4314,0.3922,0.1961,0.756,1,-29.7501
5,6,0,0.0071,-0.085,-3.973,0.0275,-0.0937,-4.1709,0.0603,0.1992,0.4314,0.3922,0.1961,0.9116,1,-29.5522
6,7,0,0.0275,-0.0937,-4.1709,0.0549,-0.1082,-4.3685,0.0603,0.2,0.4314,0.3922,0.1961,1.0683,1,-29.3546
7,8,0,0.0549,-0.1082,-4.3685,0.0735,-0.1087,-4.5525,0.0603,0.1849,0.4314,0.3922,0.1961,1.2138,1,-29.1706
8,9,0,0.0735,-0.1087,-4.5525,0.094,-0.1099,-4.7515,0.0603,0.2,0.4314,0.3922,0.1961,1.3717,1,-28.9716
9,10,0,0.094,-0.1099,-4.7515,0.11,-0.1227,-4.9504,0.0603,0.2,0.4314,0.3922,0.1961,1.5303,1,-28.7727
10,11,0,0.11,-0.1227,-4.9504,0.1102,-0.1228,-4.953,0.0603,0.0026,0.4314,0.3922,0.1961,1.5323,1,-28.7701
11,12,0,0.1102,-0.1228,-4.953,0.1404,-0.1552,-5.148,0.0603,0.2,0.4314,0.3922,0.1961,1.6915,1,-28.5751
12,13,0,0.1404,-0.1552,-5.148,0.1647,-0.1881,-5.3414,0.0603,0.1976,0.4314,0.3922,0.1961,1.8494,1,-28.3817
13,14,0,0.1647,-0.1881,-5.3414,0.179,-0.2184,-5.5386,0.0603,0.2,0.4314,0.3922,0.1961,2.0098,1,-28.1845
14,15,0,0.179,-0.2184,-5.5386,0.1722,-0.2451,-5.7367,0.0603,0.2,0.4314,0.3922,0.1961,2.1709,1,-27.9864
15,16,0,0.1722,-0.2451,-5.7367,0.1716,-0.2487,-5.758,0.0603,0.0217,0.4314,0.3922,0.1961,2.1884,1,-27.9651
16,17,0,0.1716,-0.2487,-5.758,0.1907,-0.2728,-5.9556,0.0603,0.2,0.4314,0.3922,0.1961,2.3502,1,-27.7675
17,18,0,0.1907,-0.2728,-5.9556,0.2249,-0.2503,-6.1477,0.0603,0.1964,0.4314,0.3922,0.1961,2.5096,1,-27.5754
18,19,0,0.2249,-0.2503,-6.1477,0.2577,-0.194,-6.3368,0.0603,0.2,0.4314,0.3922,0.1961,2.6727,1,-27.3863
19,20,0,0.2577,-0.194,-6.3368,0.277,-0.1876,-6.5262,0.0603,0.1905,0.4314,0.3922,0.1961,2.8286,1,-27.1969
20,21,0,0.277,-0.1876,-6.5262,0.2938,-0.1971,-6.7252,0.0603,0.2,0.4314,0.3922,0.1961,2.993,1,-26.9979
21,22,0,0.2938,-0.1971,-6.7252,0.3068,-0.2057,-6.898,0.0603,0.1735,0.4314,0.3922,0.1961,3.1361,1,-26.8251
22,23,0,0.3068,-0.2057,-6.898,0.3104,-0.2151,-7.0978,0.0603,0.2,0.4314,0.3922,0.1961,3.3017,1,-26.6253
23,24,0,0.3104,-0.2151,-7.0978,0.2914,-0.2036,-7.2966,0.0603,0.2,0.4314,0.3922,0.1961,3.468,1,-26.4265
24,25,0,0.2914,-0.2036,-7.2966,0.291,-0.203,-7.3093,0.0603,0.0127,0.4314,0.3922,0.1961,3.4787,1,-26.4138
25,26,0,0.291,-0.203,-7.3093,0.2777,-0.2024,-7.5088,0.0603,0.2,0.4314,0.3922,0.1961,3.6457,1,-26.2143
26,27,0,0.2777,-0.2024,-7.5088,0.2654,-0.1868,-7.6879,0.0603,0.1801,0.4314,0.3922,0.1961,3.7967,1,-26.0352
27,28,0,0.2654,-0.1868,-7.6879,0.2718,-0.1672,-7.8868,0.0603,0.2,0.4314,0.3922,0.1961,3.9651,1,-25.8363
28,29,0,0.2718,-0.1672,-7.8868,0.274,-0.1522,-8.0862,0.0603,0.2,0.4314,0.3922,0.1961,4.1341,1,-25.6369
29,30,0,0.274,-0.1522,-8.0862,0.274,-0.1521,-8.0873,0.0603,0.0011,0.4314,0.3922,0.1961,4.1351,1,-25.6358
30,31,0,0.274,-0.1521,-8.0873,0.262,-0.1398,-8.2866,0.0603,0.2,0.4314,0.3922,0.1961,4.3048,1,-25.4365
31,32,0,0.262,-0.1398,-8.2866,0.2577,-0.142,-8.4751,0.0603,0.1885,0.4314,0.3922,0.1961,4.4655,1,-25.248
32,33,0,0.2577,-0.142,-8.4751,0.2451,-0.1392,-8.6746,0.0603,0.2,0.4314,0.3922,0.1961,4.6367,1,-25.0485
33,34,0,0.2451,-0.1392,-8.6746,0.2251,-0.1625,-8.8723,0.0603,0.2,0.4314,0.3922,0.1961,4.8086,1,-24.8508
34,35,0,0.2251,-0.1625,-8.8723,0.2248,-0.1628,-8.8744,0.0603,0.0022,0.4314,0.3922,0.1961,4.8105,1,-24.8487
35,36,0,0.2248,-0.1628,-8.8744,0.2539,-0.1827,-9.0713,0.0603,0.2,0.4314,0.3922,0.1961,4.9831,1,-24.6518
36,37,0,0.2539,-0.1827,-9.0713,0.259,-0.201,-9.2669,0.0603,0.1965,0.4314,0.3922,0.1961,5.1534,1,-24.4562
37,38,0,0.259,-0.201,-9.2669,0.2325,-0.2054,-9.4651,0.0603,0.2,0.4314,0.3922,0.1961,5.3275,1,-24.258
38,39,0,0.2325,-0.2054,-9.4651,0.2332,-0.2039,-9.6389,0.0603,0.1738,0.4314,0.3922,0.1961,5.4794,1,-24.0842
39,40,0,0.2332,-0.2039,-9.6389,0.2313,-0.1967,-9.8387,0.0603,0.2,0.4314,0.3922,0.1961,5.655,1,-23.8844
40,41,0,0.2313,-0.1967,-9.8387,0.2231,-0.2062,-10.0383,0.0603,0.2,0.4314,0.3922,0.1961,5.8312,1,-23.6848
41,42,0,0.2231,-0.2062,-10.0383,0.2231,-0.2068,-10.0481,0.0603,0.0098,0.4314,0.3922,0.1961,5.8399,1,-23.675
42,43,0,0.2231,-0.2068,-10.0481,0.2219,-0.2067,-10.2481,0.0603,0.2,0.4314,0.3922,0.1961,6.017,1,-23.475
43,44,0,0.2219,-0.2067,-10.2481,0.2226,-0.2167,-10.4479,0.0603,0.2,0.4314,0.3922,0.1961,6.1949,1,-23.2752
44,45,0,0.2226,-0.2167,-10.4479,0.2227,-0.2172,-10.4546,0.0603,0.0068,0.4314,0.3922,0.1961,6.2009,1,-23.2685
45,46,0,0.2227,-0.2172,-10.4546,0.2072,-0.2512,-10.6511,0.0603,0.2,0.4314,0.3922,0.1961,6.3796,1,-23.072
46,47,0,0.2072,-0.2512,-10.6511,0.1968,-0.2724,-10.7905,0.0603,0.1414,0.4314,0.3922,0.1961,6.5064,1,-22.9326
47,48,0,0.1968,-0.2724,-10.7905,0.1966,-0.2925,-10.9895,0.0603,0.2,0.4314,0.3922,0.1961,6.6864,1,-22.7336
48,49,0,0.1966,-0.2925,-10.9895,0.1848,-0.2851,-11.1885,0.0603,0.1995,0.4314,0.3922,0.1961,6.8668,1,-22.5346
49,50,0,0.1848,-0.2851,-11.1885,0.1821,-0.2797,-11.3884,0.0603,0.2,0.4314,0.3922,0.1961,7.0484,1,-22.3347
50,51,0,0.1821,-0.2797,-11.3884,0.1803,-0.2741,-11.5555,0.0603,0.1671,0.4314,0.3922,0.1961,7.2009,1,-22.1676
51,52,0,0.1803,-0.2741,-11.5555,0.1625,-0.2666,-11.7545,0.0603,0.2,0.4314,0.3922,0.1961,7.384,1,-21.9686
52,53,0,0.1625,-0.2666,-11.7545,0.1843,-0.2761,-11.9499,0.0603,0.1968,0.4314,0.3922,0.1961,7.5651,1,-21.7732
53,54,0,0.1843,-0.2761,-11.9499,0.1992,-0.2774,-12.1493,0.0603,0.2,0.4314,0.3922,0.1961,7.7499,1,-21.5738
54,55,0,0.1992,-0.2774,-12.1493,0.1882,-0.2739,-12.3313,0.0603,0.1824,0.4314,0.3922,0.1961,7.9192,1,-21.3918
55,56,0,0.1882,-0.2739,-12.3313,0.1722,-0.2605,-12.5303,0.0603,0.2,0.4314,0.3922,0.1961,8.1056,1,-21.1928
56,57,0,0.1722,-0.2605,-12.5303,0.1778,-0.2566,-12.7248,0.0603,0.1947,0.4314,0.3922,0.1961,8.2879,1,-20.9983
57,58,0,0.1778,-0.2566,-12.7248,0.1706,-0.2513,-12.9246,0.0603,0.2,0.4314,0.3922,0.1961,8.4761,1,-20.7985
58,59,0,0.1706,-0.2513,-12.9246,0.1462,-0.2539,-13.1231,0.0603,0.2,0.4314,0.3922,0.1961,8.6651,1,-20.6
59,60,0,0.1462,-0.2539,-13.1231,0.145,-0.2538,-13.1326,0.0603,0.0096,0.4314,0.3922,0.1961,8.6742,1,-20.5905
60,61,0,0.145,-0.2538,-13.1326,0.1266,-0.2459,-13.3316,0.0603,0.2,0.4314,0.3922,0.1961,8.8642,1,-20.3915
61,62,0,0.1266,-0.2459,-13.3316,0.1108,-0.2376,-13.5308,0.0603,0.2,0.4314,0.3922,0.1961,9.055,1,-20.1923
62,63,0,0.1108,-0.2376,-13.5308,0.1085,-0.2362,-13.5602,0.0603,0.0295,0.4314,0.3922,0.1961,9.0832,1,-20.1629
63,64,0,0.1085,-0.2362,-13.5602,0.0944,-0.23,-13.7596,0.0603,0.2,0.4314,0.3922,0.1961,9.2751,1,-19.9635
64,65,0,0.0944,-0.23,-13.7596,0.0806,-0.2249,-13.9521,0.0603,0.1931,0.4314,0.3922,0.1961,9.4612,1,-19.771
65,66,0,0.0806,-0.2249,-13.9521,0.0774,-0.2345,-14.1518,0.0603,0.2,0.4314,0.3922,0.1961,9.6549,1,-19.5713
66,67,0,0.0774,-0.2345,-14.1518,0.0784,-0.2231,-14.3423,0.0603,0.1908,0.4314,0.3922,0.1961,9.8406,1,-19.3808
67,68,0,0.0784,-0.2231,-14.3423,0.0724,-0.222,-14.5422,0.0603,0.2,0.4314,0.3922,0.1961,10.0361,1,-19.1809
68,69,0,0.0724,-0.222,-14.5422,0.0664,-0.2228,-14.7275,0.0603,0.1854,0.4314,0.3922,0.1961,10.2182,1,-18.9956
69,70,0,0.0664,-0.2228,-14.7275,0.0551,-0.2243,-14.9272,0.0603,0.2,0.4314,0.3922,0.1961,10.4156,1,-18.7959
70,71,0,0.0551,-0.2243,-14.9272,0.0414,-0.228,-15.1267,0.0603,0.2,0.4314,0.3922,0.1961,10.6139,1,-18.5964
71,72,0,0.0414,-0.228,-15.1267,0.0391,-0.2277,-15.1557,0.0603,0.0291,0.4314,0.3922,0.1961,10.6428,1,-18.5674
72,73,0,0.0391,-0.2277,-15.1557,0.0287,-0.213,-15.3548,0.0603,0.2,0.4314,0.3922,0.1961,10.8423,1,-18.3683
73,74,0,0.0287,-0.213,-15.3548,0.0318,-0.2182,-15.5548,0.0603,0.2,0.4314,0.3922,0.1961,11.0427,1,-18.1683
74,75,0,0.0318,-0.2182,-15.5548,0.0318,-0.2183,-15.5598,0.0603,0.005,0.4314,0.3922,0.1961,11.0478,1,-18.1633
75,76,0,0.0318,-0.2183,-15.5598,0.0401,-0.2191,-15.7596,0.0603,0.2,0.4314,0.3922,0.1961,11.2492,1,-17.9635
76,77,0,0.0401,-0.2191,-15.7596,0.0646,-0.2146,-15.958,0.0603,0.2,0.4314,0.3922,0.1961,11.4517,1,-17.7651
77,78,0,0.0646,-0.2146,-15.958,0.0686,-0.2126,-15.9837,0.0603,0.026,0.4314,0.3922,0.1961,11.4781,1,-17.7394
78,79,0,0.0686,-0.2126,-15.9837,0.0851,-0.2268,-16.1825,0.0603,0.2,0.4314,0.3922,0.1961,11.6817,1,-17.5406
79,80,0,0.0851,-0.2268,-16.1825,0.0952,-0.24,-16.3595,0.0603,0.1778,0.4314,0.3922,0.1961,11.8636,1,-17.3636
80,81,0,0.0952,-0.24,-16.3595,0.0782,-0.2531,-16.5583,0.0603,0.2,0.4314,0.3922,0.1961,12.0692,1,-17.1648
81,82,0,0.0782,-0.2531,-16.5583,0.0651,-0.2574,-16.7579,0.0603,0.2,0.4314,0.3922,0.1961,12.2758,1,-16.9652
82,83,0,0.0651,-0.2574,-16.7579,0.0645,-0.2576,-16.7652,0.0603,0.0074,0.4314,0.3922,0.1961,12.2834,1,-16.9579
83,84,0,0.0645,-0.2576,-16.7652,0.0546,-0.2542,-16.9649,0.0603,0.2,0.4314,0.3922,0.1961,12.4912,1,-16.7582
84,85,0,0.0546,-0.2542,-16.9649,0.0266,-0.2398,-17.156,0.0603,0.1937,0.4314,0.3922,0.1961,12.6934,1,-16.5671
