node1ID node2ID branchID x1 y1 z1 x2 y2 z2 radius length R G B time type 
0 1 0 0.0000 0.0000 -0.0000 0.0009 -0.0012 -0.0548 0.0726 0.0549 0.4314 0.3922 0.1961 0.0505 1.0000 
1 2 0 0.0009 -0.0012 -0.0548 -0.0024 -0.0244 -0.2534 0.0726 0.2000 0.4314 0.3922 0.1961 0.2352 1.0000 
2 3 0 -0.0024 -0.0244 -0.2534 -0.0020 -0.0382 -0.3855 0.0726 0.1328 0.4314 0.3922 0.1961 0.3582 1.0000 
3 4 0 -0.0020 -0.0382 -0.3855 0.0043 -0.0485 -0.5146 0.0726 0.1297 0.4314 0.3922 0.1961 0.4786 1.0000 
4 5 0 0.0043 -0.0485 -0.5146 0.0172 -0.0632 -0.7136 0.0726 0.2000 0.4314 0.3922 0.1961 0.6651 1.0000 
5 6 0 0.0172 -0.0632 -0.7136 0.0172 -0.0633 -0.7147 0.0726 0.0011 0.4314 0.3922 0.1961 0.6661 1.0000 
6 7 0 0.0172 -0.0633 -0.7147 0.0314 -0.0863 -0.9129 0.0726 0.2000 0.4314 0.3922 0.1961 0.8533 1.0000 
7 8 0 0.0314 -0.0863 -0.9129 0.0390 -0.0918 -1.0765 0.0726 0.1639 0.4314 0.3922 0.1961 1.0073 1.0000 
8 9 0 0.0390 -0.0918 -1.0765 0.0440 -0.0910 -1.2765 0.0726 0.2000 0.4314 0.3922 0.1961 1.1959 1.0000 
9 10 0 0.0440 -0.0910 -1.2765 0.0441 -0.0910 -1.2852 0.0726 0.0087 0.4314 0.3922 0.1961 1.2041 1.0000 
10 11 0 0.0441 -0.0910 -1.2852 0.0549 -0.0819 -1.4846 0.0726 0.2000 0.4314 0.3922 0.1961 1.3935 1.0000 
11 12 0 0.0549 -0.0819 -1.4846 0.0497 -0.0938 -1.6221 0.0726 0.1381 0.4314 0.3922 0.1961 1.5248 1.0000 
12 13 0 0.0497 -0.0938 -1.6221 0.0317 -0.0860 -1.7954 0.0726 0.1743 0.4314 0.3922 0.1961 1.6911 1.0000 
13 14 0 0.0317 -0.0860 -1.7954 0.0243 -0.0813 -1.8614 0.0726 0.0666 0.4314 0.3922 0.1961 1.7547 1.0000 
14 15 0 0.0243 -0.0813 -1.8614 0.0149 -0.0589 -2.0599 0.0726 0.2000 0.4314 0.3922 0.1961 1.9465 1.0000 
15 16 0 0.0149 -0.0589 -2.0599 0.0139 -0.0550 -2.0942 0.0726 0.0345 0.4314 0.3922 0.1961 1.9796 1.0000 
16 17 0 0.0139 -0.0550 -2.0942 0.0252 -0.0501 -2.2938 0.0726 0.2000 0.4314 0.3922 0.1961 2.1724 1.0000 
17 18 0 0.0252 -0.0501 -2.2938 0.0324 -0.0468 -2.3989 0.0726 0.1054 0.4314 0.3922 0.1961 2.2742 1.0000 
18 19 0 0.0324 -0.0468 -2.3989 0.0322 -0.0550 -2.5987 0.0726 0.2000 0.4314 0.3922 0.1961 2.4682 1.0000 
19 20 0 0.0322 -0.0550 -2.5987 0.0327 -0.0552 -2.6408 0.0726 0.0421 0.4314 0.3922 0.1961 2.5092 1.0000 
20 21 0 0.0327 -0.0552 -2.6408 0.0322 -0.0544 -2.7420 0.0726 0.1012 0.4314 0.3922 0.1961 2.6077 1.0000 
