"","name","type","root","x","y"
"1","xylem","n_files","root1",0,2
"2","xylem","n_files","root1",3,2
"3","xylem","n_files","root1",6,2
"4","xylem","n_files","root1",9,2
"5","xylem","n_files","root1",12,2
"6","xylem","n_files","root1",15,2
"7","xylem","n_files","root1",18,2
"8","xylem","n_files","root1",21,2
"9","xylem","n_files","root1",24,2
"10","xylem","n_files","root1",27,2
"11","xylem","n_files","root1",30,2
"12","xylem","max_size","root1",0,0.0179974571723284
"13","xylem","max_size","root1",3,0.0202133100681445
"14","xylem","max_size","root1",6,0.0242033976549165
"15","xylem","max_size","root1",9,0.0212512329378612
"16","xylem","max_size","root1",12,0.0403964476083497
"17","xylem","max_size","root1",15,0.0473701256652598
"18","xylem","max_size","root1",18,0.0506005297422511
"19","xylem","max_size","root1",21,0.0447396044659445
"20","xylem","max_size","root1",24,0.0581887463598991
"21","xylem","max_size","root1",27,0.0681990311924446
"22","xylem","max_size","root1",30,0.0803769585310493
"23","xylem","cell_diameter","root1",0,0.0119869751594201
"24","xylem","cell_diameter","root1",3,0.0158204806108086
"25","xylem","cell_diameter","root1",6,0.0268084084400558
"26","xylem","cell_diameter","root1",9,0.0276762717221019
"27","xylem","cell_diameter","root1",12,0.03391530320483
"28","xylem","cell_diameter","root1",15,0.0351312364102706
"29","xylem","cell_diameter","root1",18,0.0351180403341352
"30","xylem","cell_diameter","root1",21,0.0391682383589247
"31","xylem","cell_diameter","root1",24,0.0399653889998396
"32","xylem","cell_diameter","root1",27,0.048275105524953
"33","xylem","cell_diameter","root1",30,0.045292944048646
"34","xylem","n_cells","root1",0,5
"35","xylem","n_cells","root1",3,7
"36","xylem","n_cells","root1",6,6
"37","xylem","n_cells","root1",9,6
"38","xylem","n_cells","root1",12,9
"39","xylem","n_cells","root1",15,7
"40","xylem","n_cells","root1",18,8
"41","xylem","n_cells","root1",21,4
"42","xylem","n_cells","root1",24,8
"43","xylem","n_cells","root1",27,14
"44","xylem","n_cells","root1",30,32
"45","stele","cell_diameter","root1",0,0.00752802168068066
"46","stele","cell_diameter","root1",3,0.00674014342742218
"47","stele","cell_diameter","root1",6,0.00885291266512977
"48","stele","cell_diameter","root1",9,0.00851968252178852
"49","stele","cell_diameter","root1",12,0.00712460637253763
"50","stele","cell_diameter","root1",15,0.00945739159136172
"51","stele","cell_diameter","root1",18,0.00915893691157846
"52","stele","cell_diameter","root1",21,0.00898358605472449
"53","stele","cell_diameter","root1",24,0.0099273128990335
"54","stele","cell_diameter","root1",27,0.0146438410169723
"55","stele","cell_diameter","root1",30,0.021899699986953
"56","stele","SD","root1",0,0.0014486780970562
"57","stele","SD","root1",3,0.00102816081223448
"58","stele","SD","root1",6,0.00113677509348674
"59","stele","SD","root1",9,0.000879835650571582
"60","stele","SD","root1",12,0.00117405947126914
"61","stele","SD","root1",15,0.00110288637836519
"62","stele","SD","root1",18,0.00118707666846773
"63","stele","SD","root1",21,0.00166544321522614
"64","stele","SD","root1",24,0.00154981089436186
"65","stele","SD","root1",27,0.0018869806660065
"66","stele","SD","root1",30,0.00310082005260679
"67","cortex","cell_diameter","root1",0,0.0327871407839155
"68","cortex","cell_diameter","root1",3,0.0181407944216253
"69","cortex","cell_diameter","root1",6,0.0284691276884351
"70","cortex","cell_diameter","root1",9,0.0184082816369618
"71","cortex","cell_diameter","root1",12,0.0272902005388652
"72","cortex","cell_diameter","root1",15,0.0288381218121554
"73","cortex","cell_diameter","root1",18,0.0282027974552324
"74","cortex","cell_diameter","root1",21,0.0279305697482857
"75","cortex","cell_diameter","root1",24,0.0190747807525703
"76","cortex","cell_diameter","root1",27,0.0287777533871572
"77","cortex","cell_diameter","root1",30,0.0322353995105416
"78","endodermis","cell_diameter","root1",0,0.0140714995538718
"79","endodermis","cell_diameter","root1",3,0.0127998262093117
"80","endodermis","cell_diameter","root1",6,0.0151659845890742
"81","endodermis","cell_diameter","root1",9,0.0191784542319165
"82","endodermis","cell_diameter","root1",12,0.00832477491017489
"83","endodermis","cell_diameter","root1",15,0.0187875830378417
