"","name","type","root","x","y"
"1","cortex","cell_diameter","root1",29.8273070552386,0.0231
"2","cortex","cell_diameter","root1",24.4911273079924,0.0222
"3","cortex","cell_diameter","root1",11.4142999285832,0.0279
"4","cortex","cell_diameter","root1",0.586855891160667,0.016
"5","cortex","cell_diameter","root1",17.8228674712591,0.0284
"6","cortex","cell_diameter","root1",24.5064663025551,0.0403
"7","cortex","cell_diameter","root1",3.59073508763686,0.0239
"8","cortex","cell_diameter","root1",2.64589861733839,0.0173
"9","cortex","cell_diameter","root1",16.4352850522846,0.0281
"10","cortex","cell_diameter","root1",15.3575114998966,0.0191
"11","cortex","cell_diameter","root1",3.76847934443504,0.0209
"12","cortex","cell_diameter","root1",24.535614119377,0.0247
"13","cortex","cell_diameter","root1",11.0765084275045,0.0234
"14","cortex","cell_diameter","root1",22.7195680746809,0.0311
"15","cortex","cell_diameter","root1",7.29286091169342,0.0255
"16","cortex","cell_diameter","root1",26.163214284461,0.0224
"17","cortex","cell_diameter","root1",5.43908586027101,0.031
"18","cortex","cell_diameter","root1",17.1235999418423,0.0206
"19","cortex","cell_diameter","root1",27.1181324310601,0.0232
"20","cortex","cell_diameter","root1",14.6720328019001,0.0282
"21","cortex","cell_diameter","root1",5.8114245836623,0.0286
"22","cortex","cell_diameter","root1",21.4614956011064,0.0253
"23","cortex","cell_diameter","root1",5.50642132759094,0.0176
"24","cortex","cell_diameter","root1",9.80744690867141,0.0164
"25","cortex","cell_diameter","root1",14.685584383551,0.0307
"26","cortex","cell_diameter","root1",27.4056190182455,0.0405
"27","cortex","cell_diameter","root1",25.8443567482755,0.0244
"28","cortex","cell_diameter","root1",18.5235882131383,0.0258
"29","cortex","cell_diameter","root1",9.26610262831673,0.0238
"30","cortex","cell_diameter","root1",19.7565325861797,0.0279
"31","cortex","n_layers","root1",29.8273070552386,3
"32","cortex","n_layers","root1",24.4911273079924,2
"33","cortex","n_layers","root1",11.4142999285832,4
"34","cortex","n_layers","root1",0.586855891160667,3
"35","cortex","n_layers","root1",17.8228674712591,3
"36","cortex","n_layers","root1",24.5064663025551,2
"37","cortex","n_layers","root1",3.59073508763686,4
"38","cortex","n_layers","root1",2.64589861733839,3
"39","cortex","n_layers","root1",16.4352850522846,3
"40","cortex","n_layers","root1",15.3575114998966,3
"41","cortex","n_layers","root1",3.76847934443504,5
"42","cortex","n_layers","root1",24.535614119377,3
"43","cortex","n_layers","root1",11.0765084275045,3
"44","cortex","n_layers","root1",22.7195680746809,2
"45","cortex","n_layers","root1",7.29286091169342,3
"46","cortex","n_layers","root1",26.163214284461,3
"47","cortex","n_layers","root1",5.43908586027101,3
"48","cortex","n_layers","root1",17.1235999418423,2
"49","cortex","n_layers","root1",27.1181324310601,3
"50","cortex","n_layers","root1",14.6720328019001,4
"51","cortex","n_layers","root1",5.8114245836623,4
"52","cortex","n_layers","root1",21.4614956011064,2
"53","cortex","n_layers","root1",5.50642132759094,3
"54","cortex","n_layers","root1",9.80744690867141,2
"55","cortex","n_layers","root1",14.685584383551,2
"56","cortex","n_layers","root1",27.4056190182455,2
"57","cortex","n_layers","root1",25.8443567482755,1
"58","cortex","n_layers","root1",18.5235882131383,2
"59","cortex","n_layers","root1",9.26610262831673,3
"60","cortex","n_layers","root1",19.7565325861797,2
"61","endodermis","cell_diameter","root1",29.8273070552386,0.0262
"62","endodermis","cell_diameter","root1",24.4911273079924,0.0174
"63","endodermis","cell_diameter","root1",11.4142999285832,0.0146
