"name","type","root","x","y"
"xylem","n_files","root1",0,2
"xylem","n_files","root1",1,2
"xylem","n_files","root1",2,2
"xylem","n_files","root1",3,2
"xylem","n_files","root1",4,2
"xylem","n_files","root1",5,2
"xylem","n_files","root1",6,2
"xylem","n_files","root1",7,2
"xylem","n_files","root1",8,2
"xylem","n_files","root1",9,2
"xylem","n_files","root1",10,2
"xylem","n_files","root1",11,2
"xylem","n_files","root1",12,2
"xylem","n_files","root1",13,2
"xylem","n_files","root1",14,2
"xylem","n_files","root1",15,2
"xylem","n_files","root1",16,2
"xylem","n_files","root1",17,2
"xylem","n_files","root1",18,2
"xylem","n_files","root1",19,2
"xylem","n_files","root1",20,2
"xylem","n_files","root1",21,2
"xylem","n_files","root1",22,2
"xylem","n_files","root1",23,2
"xylem","n_files","root1",24,2
"xylem","n_files","root1",25,2
"xylem","n_files","root1",26,2
"xylem","n_files","root1",27,2
"xylem","n_files","root1",28,2
"xylem","n_files","root1",29,2
"xylem","n_files","root1",30,2
"xylem","max_size","root1",0,0.0249091630241604
"xylem","max_size","root1",1,0.0193354219670203
"xylem","max_size","root1",2,0.031885643857856
"xylem","max_size","root1",3,0.0206887968638992
"xylem","max_size","root1",4,0.0317885548665034
"xylem","max_size","root1",5,0.0343814133367444
"xylem","max_size","root1",6,0.0336311531452553
"xylem","max_size","root1",7,0.0292045212448302
"xylem","max_size","root1",8,0.0447939568092774
"xylem","max_size","root1",9,0.0481967041548772
"xylem","max_size","root1",10,0.0355588447017364
"xylem","max_size","root1",11,0.0536309767653412
"xylem","max_size","root1",12,0.0507714631996488
"xylem","max_size","root1",13,0.0395492852740998
"xylem","max_size","root1",14,0.0424897149821761
"xylem","max_size","root1",15,0.0493320963507377
"xylem","max_size","root1",16,0.0374995728083474
"xylem","max_size","root1",17,0.0468058980485373
"xylem","max_size","root1",18,0.0554092798719606
"xylem","max_size","root1",19,0.0528982040063735
"xylem","max_size","root1",20,0.0584443402156559
"xylem","max_size","root1",21,0.0600370606166363
"xylem","max_size","root1",22,0.0581203300255733
"xylem","max_size","root1",23,0.056010549651967
"xylem","max_size","root1",24,0.063363302812647
"xylem","max_size","root1",25,0.0715546916657099
"xylem","max_size","root1",26,0.0673084084451743
"xylem","max_size","root1",27,0.0734716979126606
"xylem","max_size","root1",28,0.0767767070595825
"xylem","max_size","root1",29,0.0650960250238018
"xylem","max_size","root1",30,0.0819973643149583
"xylem","cell_diameter","root1",0,0.0182243977153401
"xylem","cell_diameter","root1",1,0.00485900474967899
"xylem","cell_diameter","root1",2,0.0165889145039843
"xylem","cell_diameter","root1",3,0.0246111932908695
"xylem","cell_diameter","root1",4,0.0187872949048933
"xylem","cell_diameter","root1",5,0.0118958541944769
"xylem","cell_diameter","root1",6,0.0164698318799225
"xylem","cell_diameter","root1",7,0.0286859843598636
"xylem","cell_diameter","root1",8,0.025654793234713
"xylem","cell_diameter","root1",9,0.0270697774184149
"xylem","cell_diameter","root1",10,0.0177644333419769
"xylem","cell_diameter","root1",11,0.0258596260129993
"xylem","cell_diameter","root1",12,0.0217067812114447
"xylem","cell_diameter","root1",13,0.0295095525395817
"xylem","cell_diameter","root1",14,0.0249446693154049
"xylem","cell_diameter","root1",15,0.0322858429114247
"xylem","cell_diameter","root1",16,0.0273958259189095
"xylem","cell_diameter","root1",17,0.0317778395636453
"xylem","cell_diameter","root1",18,0.0348910398993729
"xylem","cell_diameter","root1",19,0.0306223961922982
"xylem","cell_diameter","root1",20,0.0414060152687784
"xylem","cell_diameter","root1",21,0.0403552702075786
"xylem","cell_diameter","root1",22,0.034705615192625
"xylem","cell_diameter","root1",23,0.0386180127844377
"xylem","cell_diameter","root1",24,0.0409625255797738
"xylem","cell_diameter","root1",25,0.0394946449052588
"xylem","cell_diameter","root1",26,0.0410126194477007
"xylem","cell_diameter","root1",27,0.0467035800643901
"xylem","cell_diameter","root1",28,0.0437508857804589
"xylem","cell_diameter","root1",29,0.0541841728920431
"xylem","cell_diameter","root1",30,0.0512239299810364
"xylem","n_cells","root1",0,5
"xylem","n_cells","root1",1,6
"xylem","n_cells","root1",2,2
"xylem","n_cells","root1",3,4
"xylem","n_cells","root1",4,5
"xylem","n_cells","root1",5,6
"xylem","n_cells","root1",6,8
"xylem","n_cells","root1",7,5
"xylem","n_cells","root1",8,1
"xylem","n_cells","root1",9,5
"xylem","n_cells","root1",10,8
"xylem","n_cells","root1",11,9
"xylem","n_cells","root1",12,11
"xylem","n_cells","root1",13,9
"xylem","n_cells","root1",14,9
"xylem","n_cells","root1",15,6
"xylem","n_cells","root1",16,9
"xylem","n_cells","root1",17,8
"xylem","n_cells","root1",18,10
"xylem","n_cells","root1",19,11
"xylem","n_cells","root1",20,6
"xylem","n_cells","root1",21,6
"xylem","n_cells","root1",22,4
"xylem","n_cells","root1",23,7
"xylem","n_cells","root1",24,14
"xylem","n_cells","root1",25,12
"xylem","n_cells","root1",26,11
"xylem","n_cells","root1",27,16
"xylem","n_cells","root1",28,33
"xylem","n_cells","root1",29,10
"xylem","n_cells","root1",30,24
"stele","cell_diameter","root1",0,0.0063735912619138
"stele","cell_diameter","root1",1,0.00835085711728958
"stele","cell_diameter","root1",2,0.00873346972167762
"stele","cell_diameter","root1",3,0.00807745971721322
"stele","cell_diameter","root1",4,0.00776485785064455
"stele","cell_diameter","root1",5,0.00763240129731131
"stele","cell_diameter","root1",6,0.00746561592769723
"stele","cell_diameter","root1",7,0.00826581660046141
"stele","cell_diameter","root1",8,0.00915873278849286
"stele","cell_diameter","root1",9,0.008818597188565
"stele","cell_diameter","root1",10,0.00796011444498355
"stele","cell_diameter","root1",11,0.00898842919070242
"stele","cell_diameter","root1",12,0.00999060873664181
"stele","cell_diameter","root1",13,0.00881378816930776
"stele","cell_diameter","root1",14,0.00844104514735074
"stele","cell_diameter","root1",15,0.00899993506345948
"stele","cell_diameter","root1",16,0.0089360468426211
"stele","cell_diameter","root1",17,0.00912840489902862
"stele","cell_diameter","root1",18,0.00904596797313017
"stele","cell_diameter","root1",19,0.0100374333893875
"stele","cell_diameter","root1",20,0.0101657185269075
"stele","cell_diameter","root1",21,0.0104878089559652
"stele","cell_diameter","root1",22,0.0106312287231225
"stele","cell_diameter","root1",23,0.0103344977322444
"stele","cell_diameter","root1",24,0.0105650349571146
"stele","cell_diameter","root1",25,0.0116709960541083
"stele","cell_diameter","root1",26,0.0126988638074515
"stele","cell_diameter","root1",27,0.0144522815734708
"stele","cell_diameter","root1",28,0.0195708174971708
"stele","cell_diameter","root1",29,0.0151677812706052
"stele","cell_diameter","root1",30,0.032447807940654
"stele","SD","root1",0,0.00103414652333041
"stele","SD","root1",1,0.00124669309639372
"stele","SD","root1",2,0.000875100327067081
"stele","SD","root1",3,0.00113514222396207
"stele","SD","root1",4,0.00112999568458786
"stele","SD","root1",5,0.00139368892542854
"stele","SD","root1",6,0.000938369213221246
"stele","SD","root1",7,0.0012375235520505
"stele","SD","root1",8,0.00115125275796452
"stele","SD","root1",9,0.00141713923559697
"stele","SD","root1",10,0.00100089469672454
"stele","SD","root1",11,0.00162495624667092
"stele","SD","root1",12,0.00143788436234583
"stele","SD","root1",13,0.00149901763228767
"stele","SD","root1",14,0.00127321013447721
"stele","SD","root1",15,0.00145024674322719
"stele","SD","root1",16,0.00191889639327805
"stele","SD","root1",17,0.00090766021271489
"stele","SD","root1",18,0.00136754390242404
"stele","SD","root1",19,0.00223162166269014
"stele","SD","root1",20,0.00115359245672251
"stele","SD","root1",21,0.0018668718904066
"stele","SD","root1",22,0.00193893454050652
"stele","SD","root1",23,0.00204264596768466
"stele","SD","root1",24,0.00101527158355408
"stele","SD","root1",25,0.00120292797803226
"stele","SD","root1",26,0.00179004773309645
"stele","SD","root1",27,0.00166734149148476
"stele","SD","root1",28,0.00264803868100774
"stele","SD","root1",29,0.00358254898550743
"stele","SD","root1",30,0.0092531519981823
"cortex","cell_diameter","root1",0,0.0133924948619456
"cortex","cell_diameter","root1",1,0.0199676682755411
"cortex","cell_diameter","root1",2,0.0225411538183087
"cortex","cell_diameter","root1",3,0.0133796851165137
"cortex","cell_diameter","root1",4,0.0168852734230229
"cortex","cell_diameter","root1",5,0.0260903250462709
"cortex","cell_diameter","root1",6,0.0190007699759197
"cortex","cell_diameter","root1",7,0.0229842623719549
"cortex","cell_diameter","root1",8,0.0250164137259471
"cortex","cell_diameter","root1",9,0.0264427259844667
"cortex","cell_diameter","root1",10,0.0280507996211118
"cortex","cell_diameter","root1",11,0.0238750152021631
"cortex","cell_diameter","root1",12,0.0210660061069566
"cortex","cell_diameter","root1",13,0.0261562785312239
"cortex","cell_diameter","root1",14,0.0222807662328428
"cortex","cell_diameter","root1",15,0.0200980515562594
"cortex","cell_diameter","root1",16,0.0157683538303966
"cortex","cell_diameter","root1",17,0.0273567845018703
"cortex","cell_diameter","root1",18,0.0246142823434827
"cortex","cell_diameter","root1",19,0.0299753124195762
"cortex","cell_diameter","root1",20,0.0139817844603938
"cortex","cell_diameter","root1",21,0.0243946111045593
"cortex","cell_diameter","root1",22,0.0201247497817244
"cortex","cell_diameter","root1",23,0.0285016060130122
"cortex","cell_diameter","root1",24,0.0268561721930526
"cortex","cell_diameter","root1",25,0.0331682344941423
"cortex","cell_diameter","root1",26,0.0253265682599607
"cortex","cell_diameter","root1",27,0.0339320149811954
"cortex","cell_diameter","root1",28,0.0246393262879638
"cortex","cell_diameter","root1",29,0.0326451587395392
"cortex","cell_diameter","root1",30,0.0287478885481854
"endodermis","cell_diameter","root1",0,0.000551014130986346
"endodermis","cell_diameter","root1",1,0.00750312684181061
"endodermis","cell_diameter","root1",2,0.0112805250862369
"endodermis","cell_diameter","root1",3,0.0150684415562616
"endodermis","cell_diameter","root1",4,0.0152742769725555
"endodermis","cell_diameter","root1",5,0.0104477905977549
"endodermis","cell_diameter","root1",6,0.0203661643993458
"endodermis","cell_diameter","root1",7,0.0180340729342565
"endodermis","cell_diameter","root1",8,0.0149260814179119
"endodermis","cell_diameter","root1",9,0.0198714080506229
"endodermis","cell_diameter","root1",10,0.0128941006965411
"endodermis","cell_diameter","root1",11,0.00709414075575173
"endodermis","cell_diameter","root1",12,0.0149758393565793
"endodermis","cell_diameter","root1",13,0.0167741756935782
"endodermis","cell_diameter","root1",14,0.0142649510760589
"endodermis","cell_diameter","root1",15,0.0116658262513059
"endodermis","cell_diameter","root1",16,0.0210393497504154
"endodermis","cell_diameter","root1",17,0.0180918855341117
"endodermis","cell_diameter","root1",18,0.0198292262450566
"endodermis","cell_diameter","root1",19,0.0218367061949723
"endodermis","cell_diameter","root1",20,0.0203340786635668
"endodermis","cell_diameter","root1",21,0.0210616415918784
"endodermis","cell_diameter","root1",22,0.0174105982441089
"endodermis","cell_diameter","root1",23,0.0174172675179514
"endodermis","cell_diameter","root1",24,0.0230404750147594
"endodermis","cell_diameter","root1",25,0.0174103062098484
"endodermis","cell_diameter","root1",26,0.0245317260361396
"endodermis","cell_diameter","root1",27,0.0261673400339099
"endodermis","cell_diameter","root1",28,0.0271908217840953
"endodermis","cell_diameter","root1",29,0.0166364434011258
"endodermis","cell_diameter","root1",30,0.0187327739313915
"endodermis","n_layers","root1",0,1
"endodermis","n_layers","root1",1,1
"endodermis","n_layers","root1",2,1
"endodermis","n_layers","root1",3,1
"endodermis","n_layers","root1",4,1
"endodermis","n_layers","root1",5,1
"endodermis","n_layers","root1",6,1
"endodermis","n_layers","root1",7,1
"endodermis","n_layers","root1",8,1
"endodermis","n_layers","root1",9,1
"endodermis","n_layers","root1",10,1
"endodermis","n_layers","root1",11,1
"endodermis","n_layers","root1",12,1
"endodermis","n_layers","root1",13,1
"endodermis","n_layers","root1",14,1
"endodermis","n_layers","root1",15,1
"endodermis","n_layers","root1",16,1
"endodermis","n_layers","root1",17,1
"endodermis","n_layers","root1",18,1
"endodermis","n_layers","root1",19,1
"endodermis","n_layers","root1",20,1
"endodermis","n_layers","root1",21,1
"endodermis","n_layers","root1",22,1
"endodermis","n_layers","root1",23,1
"endodermis","n_layers","root1",24,1
"endodermis","n_layers","root1",25,1
"endodermis","n_layers","root1",26,1
"endodermis","n_layers","root1",27,1
"endodermis","n_layers","root1",28,1
"endodermis","n_layers","root1",29,1
"endodermis","n_layers","root1",30,1
"exodermis","cell_diameter","root1",0,0.0299022149327607
"exodermis","cell_diameter","root1",1,0.024339857435075
"exodermis","cell_diameter","root1",2,0.0221175077885435
"exodermis","cell_diameter","root1",3,0.0370232320793769
"exodermis","cell_diameter","root1",4,0.0420264215776989
"exodermis","cell_diameter","root1",5,0.0184609808384411
"exodermis","cell_diameter","root1",6,0.0252676246269992
"exodermis","cell_diameter","root1",7,0.0269942623440601
"exodermis","cell_diameter","root1",8,0.0439051101404452
"exodermis","cell_diameter","root1",9,0.0308583038962616
"exodermis","cell_diameter","root1",10,0.0257843630637965
"exodermis","cell_diameter","root1",11,0.0280409362164949
"exodermis","cell_diameter","root1",12,0.0224368164300885
"exodermis","cell_diameter","root1",13,0.02325661427299
"exodermis","cell_diameter","root1",14,0.0248105395471196
"exodermis","cell_diameter","root1",15,0.0246905397434735
"exodermis","cell_diameter","root1",16,0.0369342540518184
"exodermis","cell_diameter","root1",17,0.0323860866761238
"exodermis","cell_diameter","root1",18,0.0340733105084771
"exodermis","cell_diameter","root1",19,0.033722765839635
"exodermis","cell_diameter","root1",20,0.0338902136520536
"exodermis","cell_diameter","root1",21,0.0418881764493631
"exodermis","cell_diameter","root1",22,0.0225007089373635
"exodermis","cell_diameter","root1",23,0.0369690977716644
"exodermis","cell_diameter","root1",24,0.0299478009172322
"exodermis","cell_diameter","root1",25,0.0322331425503842
"exodermis","cell_diameter","root1",26,0.0266635398589504
"exodermis","cell_diameter","root1",27,0.0352293889901239
"exodermis","cell_diameter","root1",28,0.0401617966721079
"exodermis","cell_diameter","root1",29,0.0441589971978524
"exodermis","cell_diameter","root1",30,0.0341941601384666
"exodermis","n_layers","root1",0,1
"exodermis","n_layers","root1",1,1
"exodermis","n_layers","root1",2,1
"exodermis","n_layers","root1",3,1
"exodermis","n_layers","root1",4,1
"exodermis","n_layers","root1",5,1
"exodermis","n_layers","root1",6,1
"exodermis","n_layers","root1",7,1
"exodermis","n_layers","root1",8,1
"exodermis","n_layers","root1",9,1
"exodermis","n_layers","root1",10,1
"exodermis","n_layers","root1",11,1
"exodermis","n_layers","root1",12,1
"exodermis","n_layers","root1",13,1
"exodermis","n_layers","root1",14,1
"exodermis","n_layers","root1",15,1
"exodermis","n_layers","root1",16,1
"exodermis","n_layers","root1",17,1
"exodermis","n_layers","root1",18,1
"exodermis","n_layers","root1",19,1
"exodermis","n_layers","root1",20,1
"exodermis","n_layers","root1",21,1
"exodermis","n_layers","root1",22,1
"exodermis","n_layers","root1",23,1
"exodermis","n_layers","root1",24,1
"exodermis","n_layers","root1",25,1
"exodermis","n_layers","root1",26,1
"exodermis","n_layers","root1",27,1
"exodermis","n_layers","root1",28,1
"exodermis","n_layers","root1",29,1
"exodermis","n_layers","root1",30,1
"epidermis","cell_diameter","root1",0,0.0219536483556658
"epidermis","cell_diameter","root1",1,0.0151280061425109
"epidermis","cell_diameter","root1",2,0.011175341686336
"epidermis","cell_diameter","root1",3,0.0217669089013971
"epidermis","cell_diameter","root1",4,0.0117542388636322
"epidermis","cell_diameter","root1",5,0.0140990104503337
"epidermis","cell_diameter","root1",6,0.0233504171449341
"epidermis","cell_diameter","root1",7,0.0150740826548637
"epidermis","cell_diameter","root1",8,0.0122291214214064
"epidermis","cell_diameter","root1",9,0.0199390849587099
"epidermis","cell_diameter","root1",10,0.0109741558840971
"epidermis","cell_diameter","root1",11,0.0100220665882751
"epidermis","cell_diameter","root1",12,0.0134624893323291
"epidermis","cell_diameter","root1",13,0.0068425812772079
"epidermis","cell_diameter","root1",14,0.0207997129204856
"epidermis","cell_diameter","root1",15,0.00973366497681141
"epidermis","cell_diameter","root1",16,0.0208718788797028
"epidermis","cell_diameter","root1",17,0.0172322700420874
"epidermis","cell_diameter","root1",18,0.0139888515554087
"epidermis","cell_diameter","root1",19,0.0159524277236155
"epidermis","cell_diameter","root1",20,0.0108074953300931
"epidermis","cell_diameter","root1",21,0.0185251982550475
"epidermis","cell_diameter","root1",22,0.0162112213948486
"epidermis","cell_diameter","root1",23,0.022267238348987
"epidermis","cell_diameter","root1",24,0.0129535249181866
"epidermis","cell_diameter","root1",25,0.0169577492313172
"epidermis","cell_diameter","root1",26,0.0217296351597381
"epidermis","cell_diameter","root1",27,0.0230922710413814
"epidermis","cell_diameter","root1",28,0.0184355735926431
"epidermis","cell_diameter","root1",29,0.0214942821653285
"epidermis","cell_diameter","root1",30,0.0203256872475521
"epidermis","n_layers","root1",0,1
"epidermis","n_layers","root1",1,1
"epidermis","n_layers","root1",2,1
"epidermis","n_layers","root1",3,1
"epidermis","n_layers","root1",4,1
"epidermis","n_layers","root1",5,1
"epidermis","n_layers","root1",6,1
"epidermis","n_layers","root1",7,1
"epidermis","n_layers","root1",8,1
"epidermis","n_layers","root1",9,1
"epidermis","n_layers","root1",10,1
"epidermis","n_layers","root1",11,1
"epidermis","n_layers","root1",12,1
"epidermis","n_layers","root1",13,1
"epidermis","n_layers","root1",14,1
"epidermis","n_layers","root1",15,1
"epidermis","n_layers","root1",16,1
"epidermis","n_layers","root1",17,1
"epidermis","n_layers","root1",18,1
"epidermis","n_layers","root1",19,1
"epidermis","n_layers","root1",20,1
"epidermis","n_layers","root1",21,1
"epidermis","n_layers","root1",22,1
"epidermis","n_layers","root1",23,1
"epidermis","n_layers","root1",24,1
"epidermis","n_layers","root1",25,1
"epidermis","n_layers","root1",26,1
"epidermis","n_layers","root1",27,1
"epidermis","n_layers","root1",28,1
"epidermis","n_layers","root1",29,1
"epidermis","n_layers","root1",30,1
"pericycle","cell_diameter","root1",0,0.0129220216852969
"pericycle","cell_diameter","root1",1,0.0192488530482298
"pericycle","cell_diameter","root1",2,0.019627653651613
"pericycle","cell_diameter","root1",3,0.0153742425917574
"pericycle","cell_diameter","root1",4,0.0142437328279146
"pericycle","cell_diameter","root1",5,0.0127382497825351
"pericycle","cell_diameter","root1",6,0.011565467447613
"pericycle","cell_diameter","root1",7,0.0140657961577354
"pericycle","cell_diameter","root1",8,0.016911263905507
"pericycle","cell_diameter","root1",9,0.0185333960849479
"pericycle","cell_diameter","root1",10,0.0144234920241226
"pericycle","cell_diameter","root1",11,0.016291013948638
"pericycle","cell_diameter","root1",12,0.0124248993963113
"pericycle","cell_diameter","root1",13,0.0174354531428736
"pericycle","cell_diameter","root1",14,0.0158939191239451
"pericycle","cell_diameter","root1",15,0.0136917256433573
"pericycle","cell_diameter","root1",16,0.00908719214379888
"pericycle","cell_diameter","root1",17,0.0119162835267478
"pericycle","cell_diameter","root1",18,0.0126380857268807
"pericycle","cell_diameter","root1",19,0.0113665407540923
"pericycle","cell_diameter","root1",20,0.0199474854305646
"pericycle","cell_diameter","root1",21,0.0164821356827122
"pericycle","cell_diameter","root1",22,0.0149528185534017
"pericycle","cell_diameter","root1",23,0.0159610259455025
"pericycle","cell_diameter","root1",24,0.0201941624851885
"pericycle","cell_diameter","root1",25,0.0152854275501209
"pericycle","cell_diameter","root1",26,0.0151337662029901
"pericycle","cell_diameter","root1",27,0.00817243721705125
"pericycle","cell_diameter","root1",28,0.0071310113863243
"pericycle","cell_diameter","root1",29,0.00832645188251432
"pericycle","cell_diameter","root1",30,0.0155083205264732
"pericycle","n_layers","root1",0,1
"pericycle","n_layers","root1",1,1
"pericycle","n_layers","root1",2,1
"pericycle","n_layers","root1",3,1
"pericycle","n_layers","root1",4,1
"pericycle","n_layers","root1",5,1
"pericycle","n_layers","root1",6,1
"pericycle","n_layers","root1",7,1
"pericycle","n_layers","root1",8,1
"pericycle","n_layers","root1",9,1
"pericycle","n_layers","root1",10,1
"pericycle","n_layers","root1",11,1
"pericycle","n_layers","root1",12,1
"pericycle","n_layers","root1",13,1
"pericycle","n_layers","root1",14,1
"pericycle","n_layers","root1",15,1
"pericycle","n_layers","root1",16,1
"pericycle","n_layers","root1",17,1
"pericycle","n_layers","root1",18,1
"pericycle","n_layers","root1",19,1
"pericycle","n_layers","root1",20,1
"pericycle","n_layers","root1",21,1
"pericycle","n_layers","root1",22,1
"pericycle","n_layers","root1",23,1
"pericycle","n_layers","root1",24,1
"pericycle","n_layers","root1",25,1
"pericycle","n_layers","root1",26,1
"pericycle","n_layers","root1",27,1
"pericycle","n_layers","root1",28,1
"pericycle","n_layers","root1",29,1
"pericycle","n_layers","root1",30,1
"stele","n_layers","root1",0,8
"stele","n_layers","root1",1,5
"stele","n_layers","root1",2,8
"stele","n_layers","root1",3,11
"stele","n_layers","root1",4,5
"stele","n_layers","root1",5,9
"stele","n_layers","root1",6,10
"stele","n_layers","root1",7,10
"stele","n_layers","root1",8,6
"stele","n_layers","root1",9,11
"stele","n_layers","root1",10,7
"stele","n_layers","root1",11,4
"stele","n_layers","root1",12,8
"stele","n_layers","root1",13,10
"stele","n_layers","root1",14,8
"stele","n_layers","root1",15,8
"stele","n_layers","root1",16,7
"stele","n_layers","root1",17,6
"stele","n_layers","root1",18,9
"stele","n_layers","root1",19,12
"stele","n_layers","root1",20,6
"stele","n_layers","root1",21,8
"stele","n_layers","root1",22,7
"stele","n_layers","root1",23,9
"stele","n_layers","root1",24,9
"stele","n_layers","root1",25,8
"stele","n_layers","root1",26,7
"stele","n_layers","root1",27,10
"stele","n_layers","root1",28,10
"stele","n_layers","root1",29,9
"stele","n_layers","root1",30,8
"stele","layer_diameter","root1",0,0.114484180568707
"stele","layer_diameter","root1",1,0.104770001725193
"stele","layer_diameter","root1",2,0.136941131161486
"stele","layer_diameter","root1",3,0.135832757307183
"stele","layer_diameter","root1",4,0.118526512392882
"stele","layer_diameter","root1",5,0.152961264617413
"stele","layer_diameter","root1",6,0.110808145662491
"stele","layer_diameter","root1",7,0.140847199017545
"stele","layer_diameter","root1",8,0.147958920881091
"stele","layer_diameter","root1",9,0.140773157050478
