"","name","type","root","x","y"
"1","xylem","n_files","root1",0,2
"2","xylem","n_files","root1",1,2
"3","xylem","n_files","root1",2,2
"4","xylem","n_files","root1",3,2
"5","xylem","n_files","root1",4,2
"6","xylem","n_files","root1",5,2
"7","xylem","n_files","root1",6,2
"8","xylem","n_files","root1",7,2
"9","xylem","n_files","root1",8,2
"10","xylem","n_files","root1",9,2
"11","xylem","n_files","root1",10,2
"12","xylem","n_files","root1",11,2
"13","xylem","n_files","root1",12,2
"14","xylem","n_files","root1",13,2
"15","xylem","n_files","root1",14,2
"16","xylem","n_files","root1",15,2
"17","xylem","n_files","root1",16,2
"18","xylem","n_files","root1",17,2
"19","xylem","n_files","root1",18,2
"20","xylem","n_files","root1",19,2
"21","xylem","n_files","root1",20,2
"22","xylem","n_files","root1",21,2
"23","xylem","n_files","root1",22,2
"24","xylem","n_files","root1",23,2
"25","xylem","n_files","root1",24,2
"26","xylem","n_files","root1",25,2
"27","xylem","n_files","root1",26,2
"28","xylem","n_files","root1",27,2
"29","xylem","n_files","root1",28,2
"30","xylem","n_files","root1",29,2
"31","xylem","n_files","root1",30,2
"32","xylem","max_size","root1",0,0.0122115164105386
"33","xylem","max_size","root1",1,0.0159496641679249
"34","xylem","max_size","root1",2,0.00622386628844451
"35","xylem","max_size","root1",3,0.0156746668000975
"36","xylem","max_size","root1",4,0.0230052510864583
"37","xylem","max_size","root1",5,0.028155636182252
"38","xylem","max_size","root1",6,0.03532088386645
"39","xylem","max_size","root1",7,0.0458470860661449
"40","xylem","max_size","root1",8,0.0241415635769337
"41","xylem","max_size","root1",9,0.0310308016674761
"42","xylem","max_size","root1",10,0.05578960837429
"43","xylem","max_size","root1",11,0.0435902051140112
"44","xylem","max_size","root1",12,0.0425295932180584
"45","xylem","max_size","root1",13,0.0370703967395512
"46","xylem","max_size","root1",14,0.0475275726206226
"47","xylem","max_size","root1",15,0.0437143920902318
"48","xylem","max_size","root1",16,0.0597799321706636
"49","xylem","max_size","root1",17,0.0381943626717159
"50","xylem","max_size","root1",18,0.0477143316781207
"51","xylem","max_size","root1",19,0.041663571665588
