"name","type","root","x","y"
"xylem","n_files","root1",0,2
"xylem","n_files","root1",1,2
"xylem","n_files","root1",2,2
"xylem","n_files","root1",3,2
"xylem","n_files","root1",4,2
"xylem","n_files","root1",5,2
"xylem","n_files","root1",6,2
"xylem","n_files","root1",7,2
"xylem","n_files","root1",8,2
"xylem","n_files","root1",9,2
"xylem","n_files","root1",10,2
"xylem","n_files","root1",11,2
"xylem","n_files","root1",12,2
"xylem","n_files","root1",13,2
"xylem","n_files","root1",14,2
"xylem","n_files","root1",15,2
"xylem","n_files","root1",16,2
"xylem","n_files","root1",17,2
"xylem","n_files","root1",18,2
"xylem","n_files","root1",19,2
"xylem","n_files","root1",20,2
"xylem","n_files","root1",21,2
"xylem","n_files","root1",22,2
"xylem","n_files","root1",23,2
"xylem","n_files","root1",24,2
"xylem","n_files","root1",25,2
"xylem","n_files","root1",26,2
"xylem","n_files","root1",27,2
"xylem","n_files","root1",28,2
"xylem","n_files","root1",29,2
"xylem","n_files","root1",30,2
"xylem","max_size","root1",0,0.0100235882001217
"xylem","max_size","root1",1,0.000992966769986527
"xylem","max_size","root1",2,0.0151797411254013
"xylem","max_size","root1",3,0.0260811021237543
"xylem","max_size","root1",4,0.0217440160489995
"xylem","max_size","root1",5,0.0118925085748818
"xylem","max_size","root1",6,0.0277991137390024
"xylem","max_size","root1",7,0.0299209394706353
"xylem","max_size","root1",8,0.0299504915420196
"xylem","max_size","root1",9,0.0368977339896121
"xylem","max_size","root1",10,0.0270887584399978
"xylem","max_size","root1",11,0.0521671020384149
"xylem","max_size","root1",12,0.0328187829717251
"xylem","max_size","root1",13,0.0404611949048634
"xylem","max_size","root1",14,0.0480231723046575
"xylem","max_size","root1",15,0.0519873609176339
"xylem","max_size","root1",16,0.0596136183261706
"xylem","max_size","root1",17,0.0546483626172352
"xylem","max_size","root1",18,0.0576490974546155
"xylem","max_size","root1",19,0.0492211619325359
"xylem","max_size","root1",20,0.0613149930186823
"xylem","max_size","root1",21,0.0727527497260004
"xylem","max_size","root1",22,0.0517402564426711
"xylem","max_size","root1",23,0.0680473043343626
"xylem","max_size","root1",24,0.078288785945619
"xylem","max_size","root1",25,0.0799529748557487
"xylem","max_size","root1",26,0.0698735669198295
"xylem","max_size","root1",27,0.0714129700234925
"xylem","max_size","root1",28,0.0778728982708137
"xylem","max_size","root1",29,0.0923370376448346
"xylem","max_size","root1",30,0.085344386665338
"xylem","cell_diameter","root1",0,0.0115267331221469
"xylem","cell_diameter","root1",1,0.00698414188226816
"xylem","cell_diameter","root1",2,0.0114703144633945
"xylem","cell_diameter","root1",3,0.0201401093801219
"xylem","cell_diameter","root1",4,0.0157830883288824
"xylem","cell_diameter","root1",5,0.0197048938765895
"xylem","cell_diameter","root1",6,0.0187917568855148
"xylem","cell_diameter","root1",7,0.0200707714222428
"xylem","cell_diameter","root1",8,0.0148819102494905
"xylem","cell_diameter","root1",9,0.0265633513491283
"xylem","cell_diameter","root1",10,0.0244256274574629
"xylem","cell_diameter","root1",11,0.0291315771077869
"xylem","cell_diameter","root1",12,0.0274419252347987
"xylem","cell_diameter","root1",13,0.0302095714865999
"xylem","cell_diameter","root1",14,0.0288065734948107
"xylem","cell_diameter","root1",15,0.0260702460738305
"xylem","cell_diameter","root1",16,0.0413336763776842
"xylem","cell_diameter","root1",17,0.0328023375354952
"xylem","cell_diameter","root1",18,0.0279326586472891
"xylem","cell_diameter","root1",19,0.0331302979130061
"xylem","cell_diameter","root1",20,0.0320264485914367
"xylem","cell_diameter","root1",21,0.043368816679681
"xylem","cell_diameter","root1",22,0.0368799822503854
"xylem","cell_diameter","root1",23,0.0378706208566179
"xylem","cell_diameter","root1",24,0.0430621562866538
"xylem","cell_diameter","root1",25,0.0442278655884425
"xylem","cell_diameter","root1",26,0.0479873657427841
"xylem","cell_diameter","root1",27,0.0451691827763725
"xylem","cell_diameter","root1",28,0.0485305464191609
"xylem","cell_diameter","root1",29,0.0461197618750576
"xylem","cell_diameter","root1",30,0.046844995778451
"xylem","n_cells","root1",0,7
"xylem","n_cells","root1",1,5
"xylem","n_cells","root1",2,7
"xylem","n_cells","root1",3,6
"xylem","n_cells","root1",4,8
"xylem","n_cells","root1",5,3
"xylem","n_cells","root1",6,6
"xylem","n_cells","root1",7,8
"xylem","n_cells","root1",8,6
"xylem","n_cells","root1",9,7
"xylem","n_cells","root1",10,8
"xylem","n_cells","root1",11,8
"xylem","n_cells","root1",12,7
"xylem","n_cells","root1",13,8
"xylem","n_cells","root1",14,8
"xylem","n_cells","root1",15,10
"xylem","n_cells","root1",16,6
"xylem","n_cells","root1",17,11
"xylem","n_cells","root1",18,11
"xylem","n_cells","root1",19,11
"xylem","n_cells","root1",20,8
"xylem","n_cells","root1",21,2
"xylem","n_cells","root1",22,3
"xylem","n_cells","root1",23,8
"xylem","n_cells","root1",24,4
"xylem","n_cells","root1",25,15
"xylem","n_cells","root1",26,16
"xylem","n_cells","root1",27,12
"xylem","n_cells","root1",28,26
"xylem","n_cells","root1",29,18
"xylem","n_cells","root1",30,37
"stele","cell_diameter","root1",0,0.00781912813124153
"stele","cell_diameter","root1",1,0.0067148311292874
"stele","cell_diameter","root1",2,0.00869617444167934
"stele","cell_diameter","root1",3,0.00859396241343226
"stele","cell_diameter","root1",4,0.00677582849264641
"stele","cell_diameter","root1",5,0.00792341699863057
"stele","cell_diameter","root1",6,0.00826608504027216
"stele","cell_diameter","root1",7,0.00800182282235244
"stele","cell_diameter","root1",8,0.00661858777785323
"stele","cell_diameter","root1",9,0.00762994137050616
"stele","cell_diameter","root1",10,0.00791439116096994
"stele","cell_diameter","root1",11,0.00758726534594501
"stele","cell_diameter","root1",12,0.00874164936540668
"stele","cell_diameter","root1",13,0.00835911406480885
"stele","cell_diameter","root1",14,0.00900586913077805
"stele","cell_diameter","root1",15,0.00953971445673926
"stele","cell_diameter","root1",16,0.00969327729874238
"stele","cell_diameter","root1",17,0.00933559147679613
"stele","cell_diameter","root1",18,0.0100480744439651
"stele","cell_diameter","root1",19,0.0083460329361838
"stele","cell_diameter","root1",20,0.0105028791539198
"stele","cell_diameter","root1",21,0.00911918295378995
"stele","cell_diameter","root1",22,0.010283048144489
"stele","cell_diameter","root1",23,0.00972684654490209
"stele","cell_diameter","root1",24,0.0108912602521403
"stele","cell_diameter","root1",25,0.010037809595167
"stele","cell_diameter","root1",26,0.0114324431366119
"stele","cell_diameter","root1",27,0.0187876220772378
"stele","cell_diameter","root1",28,0.0174713161816081
"stele","cell_diameter","root1",29,0.0236698261767169
"stele","cell_diameter","root1",30,0.0224016600398277
"stele","SD","root1",0,0.000963686522562366
"stele","SD","root1",1,0.000931254082651738
"stele","SD","root1",2,0.00126960949887714
"stele","SD","root1",3,0.00140641070752091
"stele","SD","root1",4,0.00068746468199836
"stele","SD","root1",5,0.00113067600472945
"stele","SD","root1",6,0.00162580652046543
"stele","SD","root1",7,0.000597744237656461
"stele","SD","root1",8,0.000866452525792992
"stele","SD","root1",9,0.00133782283269686
"stele","SD","root1",10,0.000502620210394533
"stele","SD","root1",11,0.00149345206159021
"stele","SD","root1",12,0.00125619195046328
"stele","SD","root1",13,0.00144826261758382
"stele","SD","root1",14,0.00122958243243453
"stele","SD","root1",15,0.00155008966040316
"stele","SD","root1",16,0.00104820167026403
"stele","SD","root1",17,0.000994122368033031
"stele","SD","root1",18,0.00094509044978284
"stele","SD","root1",19,0.0016272785005041
"stele","SD","root1",20,0.00126888447128934
"stele","SD","root1",21,0.00135953936054015
"stele","SD","root1",22,0.00138746828356323
"stele","SD","root1",23,0.00165841995555622
"stele","SD","root1",24,0.00159766042119445
"stele","SD","root1",25,0.00204704654306028
"stele","SD","root1",26,0.0018940881687461
"stele","SD","root1",27,0.00131799644160361
"stele","SD","root1",28,0.00231879553157837
"stele","SD","root1",29,0.00320550843894778
"stele","SD","root1",30,0.0071453078681964
"cortex","cell_diameter","root1",0,0.0219644785857152
"cortex","cell_diameter","root1",1,0.0203449751390722
"cortex","cell_diameter","root1",2,0.0253215726710166
"cortex","cell_diameter","root1",3,0.0212014632481375
"cortex","cell_diameter","root1",4,0.0268933507333648
"cortex","cell_diameter","root1",5,0.0198558604465172
"cortex","cell_diameter","root1",6,0.0227875064949264
"cortex","cell_diameter","root1",7,0.0205741207825739
"cortex","cell_diameter","root1",8,0.0171230671332516
"cortex","cell_diameter","root1",9,0.0238887809498899
"cortex","cell_diameter","root1",10,0.0135204191933228
"cortex","cell_diameter","root1",11,0.0252134013428196
"cortex","cell_diameter","root1",12,0.0232988415239644
"cortex","cell_diameter","root1",13,0.023760936055906
"cortex","cell_diameter","root1",14,0.0277346664994524
"cortex","cell_diameter","root1",15,0.0192296948753477
"cortex","cell_diameter","root1",16,0.0296548097741484
"cortex","cell_diameter","root1",17,0.0202665234455467
"cortex","cell_diameter","root1",18,0.0251197025847077
"cortex","cell_diameter","root1",19,0.0306483878619261
"cortex","cell_diameter","root1",20,0.0230419873807996
"cortex","cell_diameter","root1",21,0.0247690845474185
"cortex","cell_diameter","root1",22,0.0242951776332965
"cortex","cell_diameter","root1",23,0.0267423818572691
"cortex","cell_diameter","root1",24,0.0184590641967943
"cortex","cell_diameter","root1",25,0.0245309277603791
"cortex","cell_diameter","root1",26,0.0268497916702015
"cortex","cell_diameter","root1",27,0.035818456064674
"cortex","cell_diameter","root1",28,0.0261283987200594
"cortex","cell_diameter","root1",29,0.0272452659321575
"cortex","cell_diameter","root1",30,0.0226134981234253
"endodermis","cell_diameter","root1",0,0.00488723209987443
"endodermis","cell_diameter","root1",1,0.0222475761937386
"endodermis","cell_diameter","root1",2,0.00638910338555949
"endodermis","cell_diameter","root1",3,0.00728478342937843
"endodermis","cell_diameter","root1",4,0.00661308430927899
"endodermis","cell_diameter","root1",5,0.0127815801361095
"endodermis","cell_diameter","root1",6,0.0196235700376243
"endodermis","cell_diameter","root1",7,0.0147199519237682
"endodermis","cell_diameter","root1",8,0.0229889767399538
"endodermis","cell_diameter","root1",9,0.0231567053256553
"endodermis","cell_diameter","root1",10,0.0183797553607652
"endodermis","cell_diameter","root1",11,0.018793379884306
"endodermis","cell_diameter","root1",12,0.0154778181698362
"endodermis","cell_diameter","root1",13,0.0257783764438405
"endodermis","cell_diameter","root1",14,0.0198683564215037
"endodermis","cell_diameter","root1",15,0.0178429466945369
"endodermis","cell_diameter","root1",16,0.0256071921637189
"endodermis","cell_diameter","root1",17,0.0156046220407004
"endodermis","cell_diameter","root1",18,0.0172235629323925
"endodermis","cell_diameter","root1",19,0.0155832304838194
"endodermis","cell_diameter","root1",20,0.0124289220626483
"endodermis","cell_diameter","root1",21,0.0275806474444242
"endodermis","cell_diameter","root1",22,0.0249195360222095
"endodermis","cell_diameter","root1",23,0.0276716130784756
"endodermis","cell_diameter","root1",24,0.0226580534803617
"endodermis","cell_diameter","root1",25,0.0189559898793302
"endodermis","cell_diameter","root1",26,0.0223510773867974
"endodermis","cell_diameter","root1",27,0.0267418231234287
"endodermis","cell_diameter","root1",28,0.0200408937550631
"endodermis","cell_diameter","root1",29,0.0211994090918899
"endodermis","cell_diameter","root1",30,0.0227432802114513
"endodermis","n_layers","root1",0,1
"endodermis","n_layers","root1",1,1
"endodermis","n_layers","root1",2,1
"endodermis","n_layers","root1",3,1
"endodermis","n_layers","root1",4,1
"endodermis","n_layers","root1",5,1
"endodermis","n_layers","root1",6,1
"endodermis","n_layers","root1",7,1
"endodermis","n_layers","root1",8,1
"endodermis","n_layers","root1",9,1
"endodermis","n_layers","root1",10,1
"endodermis","n_layers","root1",11,1
"endodermis","n_layers","root1",12,1
"endodermis","n_layers","root1",13,1
"endodermis","n_layers","root1",14,1
"endodermis","n_layers","root1",15,1
"endodermis","n_layers","root1",16,1
"endodermis","n_layers","root1",17,1
"endodermis","n_layers","root1",18,1
"endodermis","n_layers","root1",19,1
"endodermis","n_layers","root1",20,1
"endodermis","n_layers","root1",21,1
"endodermis","n_layers","root1",22,1
"endodermis","n_layers","root1",23,1
"endodermis","n_layers","root1",24,1
"endodermis","n_layers","root1",25,1
"endodermis","n_layers","root1",26,1
"endodermis","n_layers","root1",27,1
"endodermis","n_layers","root1",28,1
"endodermis","n_layers","root1",29,1
"endodermis","n_layers","root1",30,1
"exodermis","cell_diameter","root1",0,0.0350899478403008
"exodermis","cell_diameter","root1",1,0.0195984348037892
"exodermis","cell_diameter","root1",2,0.0258061374656444
"exodermis","cell_diameter","root1",3,0.0200509175720132
"exodermis","cell_diameter","root1",4,0.0283409269308407
"exodermis","cell_diameter","root1",5,0.021982961018601
"exodermis","cell_diameter","root1",6,0.0271133243264603
"exodermis","cell_diameter","root1",7,0.031973703040286
"exodermis","cell_diameter","root1",8,0.0246494576345596
"exodermis","cell_diameter","root1",9,0.0269195932771521
"exodermis","cell_diameter","root1",10,0.0268476320285373
"exodermis","cell_diameter","root1",11,0.0283038262218726
"exodermis","cell_diameter","root1",12,0.0331513117580015
"exodermis","cell_diameter","root1",13,0.0321603381394817
"exodermis","cell_diameter","root1",14,0.0312034838070176
"exodermis","cell_diameter","root1",15,0.0284348355611534
"exodermis","cell_diameter","root1",16,0.0325904858972402
"exodermis","cell_diameter","root1",17,0.0325702846934122
"exodermis","cell_diameter","root1",18,0.0238228255988955
"exodermis","cell_diameter","root1",19,0.0331938765443569
"exodermis","cell_diameter","root1",20,0.035980936903133
"exodermis","cell_diameter","root1",21,0.037810765618531
"exodermis","cell_diameter","root1",22,0.0389904928460904
"exodermis","cell_diameter","root1",23,0.0229788286507837
"exodermis","cell_diameter","root1",24,0.0291324508806972
"exodermis","cell_diameter","root1",25,0.0337267250155519
"exodermis","cell_diameter","root1",26,0.0372719801488221
"exodermis","cell_diameter","root1",27,0.029644741292584
"exodermis","cell_diameter","root1",28,0.0313010588027374
"exodermis","cell_diameter","root1",29,0.0317325984973061
"exodermis","cell_diameter","root1",30,0.0367677661551949
"exodermis","n_layers","root1",0,1
"exodermis","n_layers","root1",1,1
"exodermis","n_layers","root1",2,1
"exodermis","n_layers","root1",3,1
"exodermis","n_layers","root1",4,1
"exodermis","n_layers","root1",5,1
"exodermis","n_layers","root1",6,1
"exodermis","n_layers","root1",7,1
"exodermis","n_layers","root1",8,1
"exodermis","n_layers","root1",9,1
"exodermis","n_layers","root1",10,1
"exodermis","n_layers","root1",11,1
"exodermis","n_layers","root1",12,1
"exodermis","n_layers","root1",13,1
"exodermis","n_layers","root1",14,1
"exodermis","n_layers","root1",15,1
"exodermis","n_layers","root1",16,1
"exodermis","n_layers","root1",17,1
"exodermis","n_layers","root1",18,1
"exodermis","n_layers","root1",19,1
"exodermis","n_layers","root1",20,1
"exodermis","n_layers","root1",21,1
"exodermis","n_layers","root1",22,1
"exodermis","n_layers","root1",23,1
"exodermis","n_layers","root1",24,1
"exodermis","n_layers","root1",25,1
"exodermis","n_layers","root1",26,1
"exodermis","n_layers","root1",27,1
"exodermis","n_layers","root1",28,1
"exodermis","n_layers","root1",29,1
"exodermis","n_layers","root1",30,1
"epidermis","cell_diameter","root1",0,0.0229979710324182
"epidermis","cell_diameter","root1",1,0.0128168660020863
"epidermis","cell_diameter","root1",2,0.0182311180668294
"epidermis","cell_diameter","root1",3,0.0114479638521104
"epidermis","cell_diameter","root1",4,0.0163002115213246
"epidermis","cell_diameter","root1",5,0.0155186115560305
"epidermis","cell_diameter","root1",6,0.016238480677217
"epidermis","cell_diameter","root1",7,0.0144563871309095
"epidermis","cell_diameter","root1",8,0.00874635246036052
"epidermis","cell_diameter","root1",9,0.020441139575984
"epidermis","cell_diameter","root1",10,0.0126567926688237
"epidermis","cell_diameter","root1",11,0.0116881577813684
"epidermis","cell_diameter","root1",12,0.0170775141982401
"epidermis","cell_diameter","root1",13,0.00790529452342508
"epidermis","cell_diameter","root1",14,0.0261856363387174
"epidermis","cell_diameter","root1",15,0.0110293005979161
"epidermis","cell_diameter","root1",16,0.0189148111202454
"epidermis","cell_diameter","root1",17,0.0208688091456961
"epidermis","cell_diameter","root1",18,0.0205315162890029
"epidermis","cell_diameter","root1",19,0.0118818259271803
"epidermis","cell_diameter","root1",20,0.0168719663091577
"epidermis","cell_diameter","root1",21,0.0101485938361268
"epidermis","cell_diameter","root1",22,0.015596146167387
"epidermis","cell_diameter","root1",23,0.0152505828786473
"epidermis","cell_diameter","root1",24,0.0146219884868613
"epidermis","cell_diameter","root1",25,0.0133207065250563
"epidermis","cell_diameter","root1",26,0.0171878446624874
"epidermis","cell_diameter","root1",27,0.0202303818585562
"epidermis","cell_diameter","root1",28,0.0237135586074553
"epidermis","cell_diameter","root1",29,0.0195628003900738
"epidermis","cell_diameter","root1",30,0.0109562604539607
"epidermis","n_layers","root1",0,1
"epidermis","n_layers","root1",1,1
"epidermis","n_layers","root1",2,1
"epidermis","n_layers","root1",3,1
"epidermis","n_layers","root1",4,1
"epidermis","n_layers","root1",5,1
"epidermis","n_layers","root1",6,1
"epidermis","n_layers","root1",7,1
"epidermis","n_layers","root1",8,1
"epidermis","n_layers","root1",9,1
"epidermis","n_layers","root1",10,1
"epidermis","n_layers","root1",11,1
"epidermis","n_layers","root1",12,1
"epidermis","n_layers","root1",13,1
"epidermis","n_layers","root1",14,1
"epidermis","n_layers","root1",15,1
"epidermis","n_layers","root1",16,1
"epidermis","n_layers","root1",17,1
"epidermis","n_layers","root1",18,1
"epidermis","n_layers","root1",19,1
"epidermis","n_layers","root1",20,1
"epidermis","n_layers","root1",21,1
"epidermis","n_layers","root1",22,1
"epidermis","n_layers","root1",23,1
"epidermis","n_layers","root1",24,1
"epidermis","n_layers","root1",25,1
"epidermis","n_layers","root1",26,1
"epidermis","n_layers","root1",27,1
"epidermis","n_layers","root1",28,1
"epidermis","n_layers","root1",29,1
"epidermis","n_layers","root1",30,1
"pericycle","cell_diameter","root1",0,0.0119322334193651
"pericycle","cell_diameter","root1",1,0.0173431460976717
"pericycle","cell_diameter","root1",2,0.00772495171872057
"pericycle","cell_diameter","root1",3,0.00761232967113519
"pericycle","cell_diameter","root1",4,0.00960058801723274
"pericycle","cell_diameter","root1",5,0.0129623069613444
"pericycle","cell_diameter","root1",6,0.0118502917795779
"pericycle","cell_diameter","root1",7,0.0160855547641538
"pericycle","cell_diameter","root1",8,0.0170708952329959
"pericycle","cell_diameter","root1",9,0.0118957954038574
"pericycle","cell_diameter","root1",10,0.0174183997566522
"pericycle","cell_diameter","root1",11,0.0164736795009108
"pericycle","cell_diameter","root1",12,0.0108333062289881
"pericycle","cell_diameter","root1",13,0.0151822433680021
"pericycle","cell_diameter","root1",14,0.0164239970722336
"pericycle","cell_diameter","root1",15,0.0162733757119761
"pericycle","cell_diameter","root1",16,0.0104599051485266
"pericycle","cell_diameter","root1",17,0.00812397009035027
"pericycle","cell_diameter","root1",18,0.0126802485544685
"pericycle","cell_diameter","root1",19,0.00840913507622468
"pericycle","cell_diameter","root1",20,0.0165989905256329
"pericycle","cell_diameter","root1",21,0.0194731115801004
"pericycle","cell_diameter","root1",22,0.0124471356305446
"pericycle","cell_diameter","root1",23,0.0155020886023657
"pericycle","cell_diameter","root1",24,0.00949209471904627
"pericycle","cell_diameter","root1",25,0.014503176403076
"pericycle","cell_diameter","root1",26,0.0115195095470428
"pericycle","cell_diameter","root1",27,0.0183059334775571
"pericycle","cell_diameter","root1",28,0.0206216601627065
"pericycle","cell_diameter","root1",29,0.0114998797262276
"pericycle","cell_diameter","root1",30,0.0149456996594083
"pericycle","n_layers","root1",0,1
"pericycle","n_layers","root1",1,1
"pericycle","n_layers","root1",2,1
"pericycle","n_layers","root1",3,1
"pericycle","n_layers","root1",4,1
"pericycle","n_layers","root1",5,1
"pericycle","n_layers","root1",6,1
"pericycle","n_layers","root1",7,1
"pericycle","n_layers","root1",8,1
"pericycle","n_layers","root1",9,1
"pericycle","n_layers","root1",10,1
"pericycle","n_layers","root1",11,1
"pericycle","n_layers","root1",12,1
"pericycle","n_layers","root1",13,1
"pericycle","n_layers","root1",14,1
"pericycle","n_layers","root1",15,1
"pericycle","n_layers","root1",16,1
"pericycle","n_layers","root1",17,1
"pericycle","n_layers","root1",18,1
"pericycle","n_layers","root1",19,1
"pericycle","n_layers","root1",20,1
"pericycle","n_layers","root1",21,1
"pericycle","n_layers","root1",22,1
"pericycle","n_layers","root1",23,1
"pericycle","n_layers","root1",24,1
"pericycle","n_layers","root1",25,1
"pericycle","n_layers","root1",26,1
"pericycle","n_layers","root1",27,1
"pericycle","n_layers","root1",28,1
"pericycle","n_layers","root1",29,1
"pericycle","n_layers","root1",30,1
"stele","n_layers","root1",0,2
"stele","n_layers","root1",1,8
"stele","n_layers","root1",2,5
"stele","n_layers","root1",3,8
"stele","n_layers","root1",4,9
"stele","n_layers","root1",5,7
"stele","n_layers","root1",6,5
"stele","n_layers","root1",7,7
"stele","n_layers","root1",8,5
"stele","n_layers","root1",9,10
"stele","n_layers","root1",10,6
"stele","n_layers","root1",11,8
"stele","n_layers","root1",12,8
"stele","n_layers","root1",13,6
"stele","n_layers","root1",14,6
"stele","n_layers","root1",15,10
"stele","n_layers","root1",16,8
"stele","n_layers","root1",17,9
"stele","n_layers","root1",18,10
"stele","n_layers","root1",19,11
"stele","n_layers","root1",20,10
"stele","n_layers","root1",21,8
"stele","n_layers","root1",22,10
"stele","n_layers","root1",23,10
"stele","n_layers","root1",24,13
"stele","n_layers","root1",25,6
"stele","n_layers","root1",26,16
"stele","n_layers","root1",27,11
"stele","n_layers","root1",28,12
"stele","n_layers","root1",29,8
"stele","n_layers","root1",30,11
"stele","layer_diameter","root1",0,0.127869772829566
"stele","layer_diameter","root1",1,0.140025246692003
"stele","layer_diameter","root1",2,0.13002651958735
"stele","layer_diameter","root1",3,0.118266999187596
"stele","layer_diameter","root1",4,0.113285910013762
"stele","layer_diameter","root1",5,0.165991103558709
"stele","layer_diameter","root1",6,0.157609806408403
"stele","layer_diameter","root1",7,0.125024699024626
"stele","layer_diameter","root1",8,0.164693872107996
"stele","layer_diameter","root1",9,0.185824870100142
