"","name","type","root","x","y"
"1","xylem","n_files","root12",0,2
"2","xylem","n_files","root12",1,2
"3","xylem","n_files","root12",2,2
"4","xylem","n_files","root12",3,2
"5","xylem","n_files","root12",4,2
"6","xylem","n_files","root12",5,2
"7","xylem","n_files","root12",6,2
"8","xylem","n_files","root12",7,2
"9","xylem","n_files","root12",8,2
"10","xylem","n_files","root12",9,2
"11","xylem","n_files","root12",10,2
"12","xylem","n_files","root12",11,2
"13","xylem","n_files","root12",12,2
"14","xylem","n_files","root12",13,2
"15","xylem","n_files","root12",14,2
"16","xylem","n_files","root12",15,2
"17","xylem","n_files","root12",16,2
"18","xylem","n_files","root12",17,2
"19","xylem","n_files","root12",18,2
"20","xylem","n_files","root12",19,2
"21","xylem","n_files","root12",20,2
"22","xylem","n_files","root12",21,2
"23","xylem","n_files","root12",22,2
"24","xylem","n_files","root12",23,2
"25","xylem","n_files","root12",24,2
"26","xylem","n_files","root12",25,2
"27","xylem","n_files","root12",26,2
"28","xylem","n_files","root12",27,2
"29","xylem","n_files","root12",28,2
"30","xylem","n_files","root12",29,2
"31","xylem","n_files","root12",30,2
"32","xylem","max_size","root12",0,0.0153462807867507
"33","xylem","max_size","root12",1,0.0208524568993502
"34","xylem","max_size","root12",2,0.00823913367148569
"35","xylem","max_size","root12",3,0.0226349493885698
"36","xylem","max_size","root12",4,0.0237453861334397
"37","xylem","max_size","root12",5,0.0107424855388359
"38","xylem","max_size","root12",6,0.0281684620864023
"39","xylem","max_size","root12",7,0.0326008957839244
"40","xylem","max_size","root12",8,0.0267807049459827
"41","xylem","max_size","root12",9,0.0142749917005601
"42","xylem","max_size","root12",10,0.0280136242304613
"43","xylem","max_size","root12",11,0.0453394639010613
"44","xylem","max_size","root12",12,0.0567377665140801
"45","xylem","max_size","root12",13,0.0572494941989591
"46","xylem","max_size","root12",14,0.054606837351295
"47","xylem","max_size","root12",15,0.0463446054622702
"48","xylem","max_size","root12",16,0.0474945208107395
"49","xylem","max_size","root12",17,0.0549256301480741
"50","xylem","max_size","root12",18,0.037812494440388
"51","xylem","max_size","root12",19,0.0541209535149024
"52","xylem","max_size","root12",20,0.0559222480148295
"53","xylem","max_size","root12",21,0.0602112834033749
"54","xylem","max_size","root12",22,0.0530659270993079
"55","xylem","max_size","root12",23,0.0752247929030823
"56","xylem","max_size","root12",24,0.0641629896676123
"57","xylem","max_size","root12",25,0.0690439790207525
"58","xylem","max_size","root12",26,0.090445461852609
"59","xylem","max_size","root12",27,0.0749906314100945
"60","xylem","max_size","root12",28,0.0815933471537592
"61","xylem","max_size","root12",29,0.0879209990296716
"62","xylem","max_size","root12",30,0.0768296633893125
"63","xylem","cell_diameter","root12",0,0.00934442078203542
"64","xylem","cell_diameter","root12",1,0.0157530442342074
"65","xylem","cell_diameter","root12",2,0.00922895581206822
"66","xylem","cell_diameter","root12",3,0.0138247904626444
"67","xylem","cell_diameter","root12",4,0.0236244795504547
"68","xylem","cell_diameter","root12",5,0.0168181093216734
"69","xylem","cell_diameter","root12",6,0.0117281960485069
"70","xylem","cell_diameter","root12",7,0.0192588717499411
"71","xylem","cell_diameter","root12",8,0.0222013460521516
"72","xylem","cell_diameter","root12",9,0.0251603833979529
"73","xylem","cell_diameter","root12",10,0.0127837135368035
"74","xylem","cell_diameter","root12",11,0.0241650595679411
"75","xylem","cell_diameter","root12",12,0.0270367452374999
"76","xylem","cell_diameter","root12",13,0.0312240055704462
"77","xylem","cell_diameter","root12",14,0.026188419657193
"78","xylem","cell_diameter","root12",15,0.0303920486425656
"79","xylem","cell_diameter","root12",16,0.0304039781908292
"80","xylem","cell_diameter","root12",17,0.0271382457965581
"81","xylem","cell_diameter","root12",18,0.0361883847593374
"82","xylem","cell_diameter","root12",19,0.0353486324195312
"83","xylem","cell_diameter","root12",20,0.040806376424616
"84","xylem","cell_diameter","root12",21,0.0438556365225549
"85","xylem","cell_diameter","root12",22,0.0395495729231664
"86","xylem","cell_diameter","root12",23,0.0380009992226383
"87","xylem","cell_diameter","root12",24,0.0407151238624751
"88","xylem","cell_diameter","root12",25,0.0424003657368236
"89","xylem","cell_diameter","root12",26,0.0423955602501546
"90","xylem","cell_diameter","root12",27,0.0476344834217473
"91","xylem","cell_diameter","root12",28,0.0505458692623684
"92","xylem","cell_diameter","root12",29,0.0471295549887623
"93","xylem","cell_diameter","root12",30,0.0577672189597279
"94","xylem","n_cells","root12",0,3
"95","xylem","n_cells","root12",1,6
"96","xylem","n_cells","root12",2,7
"97","xylem","n_cells","root12",3,6
"98","xylem","n_cells","root12",4,7
"99","xylem","n_cells","root12",5,4
"100","xylem","n_cells","root12",6,6
"101","xylem","n_cells","root12",7,6
"102","xylem","n_cells","root12",8,6
"103","xylem","n_cells","root12",9,7
"104","xylem","n_cells","root12",10,6
"105","xylem","n_cells","root12",11,11
"106","xylem","n_cells","root12",12,11
"107","xylem","n_cells","root12",13,10
"108","xylem","n_cells","root12",14,10
"109","xylem","n_cells","root12",15,9
"110","xylem","n_cells","root12",16,8
"111","xylem","n_cells","root12",17,11
"112","xylem","n_cells","root12",18,9
"113","xylem","n_cells","root12",19,10
"114","xylem","n_cells","root12",20,14
"115","xylem","n_cells","root12",21,5
"116","xylem","n_cells","root12",22,6
"117","xylem","n_cells","root12",23,5
"118","xylem","n_cells","root12",24,21
"119","xylem","n_cells","root12",25,11
"120","xylem","n_cells","root12",26,13
"121","xylem","n_cells","root12",27,16
"122","xylem","n_cells","root12",28,21
"123","xylem","n_cells","root12",29,14
"124","xylem","n_cells","root12",30,35
"125","stele","cell_diameter","root12",0,0.00799629741127583
"126","stele","cell_diameter","root12",1,0.00681900725188853
"127","stele","cell_diameter","root12",2,0.00814188798758242
"128","stele","cell_diameter","root12",3,0.00803678699720676
"129","stele","cell_diameter","root12",4,0.00740327990899518
"130","stele","cell_diameter","root12",5,0.00709698793212367
"131","stele","cell_diameter","root12",6,0.00776823249808704
"132","stele","cell_diameter","root12",7,0.00664589574959107
"133","stele","cell_diameter","root12",8,0.00884463274605193
"134","stele","cell_diameter","root12",9,0.00724790764178162
"135","stele","cell_diameter","root12",10,0.00735182916081261
"136","stele","cell_diameter","root12",11,0.00934078193257046
"137","stele","cell_diameter","root12",12,0.00966080172632181
"138","stele","cell_diameter","root12",13,0.00845675222852062
"139","stele","cell_diameter","root12",14,0.00935030435492413
"140","stele","cell_diameter","root12",15,0.00915280701412851
"141","stele","cell_diameter","root12",16,0.00786031187652242
"142","stele","cell_diameter","root12",17,0.00979801051395642
"143","stele","cell_diameter","root12",18,0.00980649917112401
"144","stele","cell_diameter","root12",19,0.00941284356691387
"145","stele","cell_diameter","root12",20,0.00948789432435055
"146","stele","cell_diameter","root12",21,0.0105457377424936
"147","stele","cell_diameter","root12",22,0.00923647859254126
"148","stele","cell_diameter","root12",23,0.00914856168039636
"149","stele","cell_diameter","root12",24,0.0111990171482097
"150","stele","cell_diameter","root12",25,0.0101349883532257
"151","stele","cell_diameter","root12",26,0.00483963203912903
"152","stele","cell_diameter","root12",27,0.0127344320160752
"153","stele","cell_diameter","root12",28,0.0177855300519416
"154","stele","cell_diameter","root12",29,0.0195630416444463
"155","stele","cell_diameter","root12",30,0.0199924155002895
"156","stele","SD","root12",0,0.000835368863052664
"157","stele","SD","root12",1,0.000489269851897487
"158","stele","SD","root12",2,0.00117108166103889
"159","stele","SD","root12",3,0.000691028431460975
"160","stele","SD","root12",4,0.00126439451358213
"161","stele","SD","root12",5,0.00127674985801891
"162","stele","SD","root12",6,0.00146110737842097
"163","stele","SD","root12",7,0.00100065110442218
"164","stele","SD","root12",8,0.00123779585454019
"165","stele","SD","root12",9,0.00109651489747969
"166","stele","SD","root12",10,0.00168073500145052
"167","stele","SD","root12",11,0.000909824476770199
"168","stele","SD","root12",12,0.00112636046228678
"169","stele","SD","root12",13,0.00148551778430254
"170","stele","SD","root12",14,0.00150344433827606
"171","stele","SD","root12",15,0.00133223293060622
"172","stele","SD","root12",16,0.00121940397585345
"173","stele","SD","root12",17,0.00132674126792933
"174","stele","SD","root12",18,0.00195824150306469
"175","stele","SD","root12",19,0.000824094726934266
"176","stele","SD","root12",20,0.00177438676438031
"177","stele","SD","root12",21,0.00174465453144831
"178","stele","SD","root12",22,0.00143267551130955
"179","stele","SD","root12",23,0.00163242205512825
"180","stele","SD","root12",24,0.00128292418685909
"181","stele","SD","root12",25,0.00121654921096828
"182","stele","SD","root12",26,0.00168377195529163
"183","stele","SD","root12",27,0.00293320659902518
"184","stele","SD","root12",28,0.00198335273514328
"185","stele","SD","root12",29,0.00345264112746036
"186","stele","SD","root12",30,0.00419695832558496
"187","cortex","cell_diameter","root12",0,0.0281715274486238
"188","cortex","cell_diameter","root12",1,0.0226087156857047
"189","cortex","cell_diameter","root12",2,0.022071503340639
"190","cortex","cell_diameter","root12",3,0.0197802301554085
