"node1ID","node2ID","branchID","x1","y1","z1","x2","y2","z2","radius","length","R","G","B","time","type","z3"
0,1,0,0,0,-3,-0.0051,-5e-04,-3.1999,0.0652,0.2,0.4314,0.3922,0.1961,0.1538,1,-47.3993
1,2,0,-0.0051,-5e-04,-3.1999,-0.0089,6e-04,-3.3742,0.0652,0.1743,0.4314,0.3922,0.1961,0.2882,1,-47.225
2,3,0,-0.0089,6e-04,-3.3742,-0.0132,0.0019,-3.5741,0.0652,0.2,0.4314,0.3922,0.1961,0.4429,1,-47.0251
3,4,0,-0.0132,0.0019,-3.5741,-0.0286,-0.0026,-3.7735,0.0652,0.2,0.4314,0.3922,0.1961,0.5981,1,-46.8257
4,5,0,-0.0286,-0.0026,-3.7735,-0.0308,-0.0073,-3.8307,0.0652,0.0575,0.4314,0.3922,0.1961,0.6428,1,-46.7685
5,6,0,-0.0308,-0.0073,-3.8307,-0.0425,-0.0131,-4.0303,0.0652,0.2,0.4314,0.3922,0.1961,0.7986,1,-46.5689
6,7,0,-0.0425,-0.0131,-4.0303,-0.0501,-0.018,-4.2181,0.0652,0.1881,0.4314,0.3922,0.1961,0.9456,1,-46.3811
7,8,0,-0.0501,-0.018,-4.2181,-0.0549,-0.021,-4.418,0.0652,0.2,0.4314,0.3922,0.1961,1.1025,1,-46.1812
8,9,0,-0.0549,-0.021,-4.418,-0.0633,-0.0116,-4.6176,0.0652,0.2,0.4314,0.3922,0.1961,1.2598,1,-45.9816
9,10,0,-0.0633,-0.0116,-4.6176,-0.0651,-0.0106,-4.6455,0.0652,0.0279,0.4314,0.3922,0.1961,1.2818,1,-45.9537
10,11,0,-0.0651,-0.0106,-4.6455,-0.0757,-0.0046,-4.8451,0.0652,0.2,0.4314,0.3922,0.1961,1.4398,1,-45.7541
11,12,0,-0.0757,-0.0046,-4.8451,-0.087,-0.0016,-5.0448,0.0652,0.2,0.4314,0.3922,0.1961,1.5982,1,-45.5544
12,13,0,-0.087,-0.0016,-5.0448,-0.0873,-0.0014,-5.0508,0.0652,0.006,0.4314,0.3922,0.1961,1.603,1,-45.5484
13,14,0,-0.0873,-0.0014,-5.0508,-0.0769,-0.0041,-5.2505,0.0652,0.2,0.4314,0.3922,0.1961,1.762,1,-45.3487
14,15,0,-0.0769,-0.0041,-5.2505,-0.0632,0.0027,-5.4499,0.0652,0.2,0.4314,0.3922,0.1961,1.9215,1,-45.1493
15,16,0,-0.0632,0.0027,-5.4499,-0.0625,0.0028,-5.4719,0.0652,0.022,0.4314,0.3922,0.1961,1.9391,1,-45.1273
16,17,0,-0.0625,0.0028,-5.4719,-0.0719,0.0023,-5.6717,0.0652,0.2,0.4314,0.3922,0.1961,2.0992,1,-44.9275
17,18,0,-0.0719,0.0023,-5.6717,-0.0853,-0.0214,-5.8674,0.0652,0.1976,0.4314,0.3922,0.1961,2.258,1,-44.7318
18,19,0,-0.0853,-0.0214,-5.8674,-0.1025,-0.0463,-6.0651,0.0652,0.2,0.4314,0.3922,0.1961,2.4192,1,-44.5341
19,20,0,-0.1025,-0.0463,-6.0651,-0.1247,-0.0435,-6.2639,0.0652,0.2,0.4314,0.3922,0.1961,2.5809,1,-44.3353
20,21,0,-0.1247,-0.0435,-6.2639,-0.1264,-0.0422,-6.28,0.0652,0.0163,0.4314,0.3922,0.1961,2.5941,1,-44.3192
21,22,0,-0.1264,-0.0422,-6.28,-0.1364,-0.0284,-6.4793,0.0652,0.2,0.4314,0.3922,0.1961,2.7564,1,-44.1199
22,23,0,-0.1364,-0.0284,-6.4793,-0.1176,-0.0099,-6.6741,0.0652,0.1966,0.4314,0.3922,0.1961,2.9164,1,-43.9251
23,24,0,-0.1176,-0.0099,-6.6741,-0.0993,0.0021,-6.8729,0.0652,0.2,0.4314,0.3922,0.1961,3.0798,1,-43.7263
24,25,0,-0.0993,0.0021,-6.8729,-0.0942,0.0219,-7.0718,0.0652,0.2,0.4314,0.3922,0.1961,3.2438,1,-43.5274
25,26,0,-0.0942,0.0219,-7.0718,-0.0942,0.022,-7.0733,0.0652,0.0015,0.4314,0.3922,0.1961,3.245,1,-43.5259
26,27,0,-0.0942,0.022,-7.0733,-0.0602,0.0047,-7.2697,0.0652,0.2,0.4314,0.3922,0.1961,3.4095,1,-43.3295
27,28,0,-0.0602,0.0047,-7.2697,-0.0111,-0.0124,-7.4628,0.0652,0.2,0.4314,0.3922,0.1961,3.5746,1,-43.1364
28,29,0,-0.0111,-0.0124,-7.4628,-0.0094,-0.013,-7.4697,0.0652,0.0072,0.4314,0.3922,0.1961,3.5806,1,-43.1295
29,30,0,-0.0094,-0.013,-7.4697,0.0401,-0.0267,-7.663,0.0652,0.2,0.4314,0.3922,0.1961,3.7463,1,-42.9362
30,31,0,0.0401,-0.0267,-7.663,0.089,-0.05,-7.8555,0.0652,0.2,0.4314,0.3922,0.1961,3.9125,1,-42.7437
31,32,0,0.089,-0.05,-7.8555,0.097,-0.0492,-7.8932,0.0652,0.0385,0.4314,0.3922,0.1961,3.9446,1,-42.706
32,33,0,0.097,-0.0492,-7.8932,0.1109,-0.0196,-8.0905,0.0652,0.2,0.4314,0.3922,0.1961,4.1115,1,-42.5087
33,34,0,0.1109,-0.0196,-8.0905,0.1366,-0.0416,-8.2877,0.0652,0.2,0.4314,0.3922,0.1961,4.2791,1,-42.3115
34,35,0,0.1366,-0.0416,-8.2877,0.1403,-0.0459,-8.3191,0.0652,0.032,0.4314,0.3922,0.1961,4.3059,1,-42.2801
35,36,0,0.1403,-0.0459,-8.3191,0.1648,-0.0598,-8.5171,0.0652,0.2,0.4314,0.3922,0.1961,4.4741,1,-42.0821
