"node1ID","node2ID","branchID","x1","y1","z1","x2","y2","z2","radius","length","R","G","B","time","type","z3"
0,1,0,0,0,-3,0.0192,-0.0069,-3.199,0.0732,0.2,0.4314,0.3922,0.1961,0.1683,1,-45.2985
1,2,0,0.0192,-0.0069,-3.199,0.0392,-0.0136,-3.3978,0.0732,0.2,0.4314,0.3922,0.1961,0.3372,1,-45.0997
2,3,0,0.0392,-0.0136,-3.3978,0.0413,-0.0148,-3.4279,0.0732,0.0302,0.4314,0.3922,0.1961,0.3627,1,-45.0696
3,4,0,0.0413,-0.0148,-3.4279,0.0582,-0.0273,-3.6268,0.0732,0.2,0.4314,0.3922,0.1961,0.5322,1,-44.8707
4,5,0,0.0582,-0.0273,-3.6268,0.0694,-0.0284,-3.7967,0.0732,0.1702,0.4314,0.3922,0.1961,0.6769,1,-44.7008
5,6,0,0.0694,-0.0284,-3.7967,0.0735,-0.0278,-3.9966,0.0732,0.2,0.4314,0.3922,0.1961,0.8474,1,-44.5009
6,7,0,0.0735,-0.0278,-3.9966,0.0802,-0.0222,-4.1871,0.0732,0.1906,0.4314,0.3922,0.1961,1.0104,1,-44.3104
7,8,0,0.0802,-0.0222,-4.1871,0.0877,-0.0146,-4.3868,0.0732,0.2,0.4314,0.3922,0.1961,1.182,1,-44.1107
8,9,0,0.0877,-0.0146,-4.3868,0.0919,-0.0042,-4.5865,0.0732,0.2,0.4314,0.3922,0.1961,1.3541,1,-43.911
9,10,0,0.0919,-0.0042,-4.5865,0.092,-0.004,-4.5929,0.0732,0.0064,0.4314,0.3922,0.1961,1.3597,1,-43.9046
10,11,0,0.092,-0.004,-4.5929,0.0695,-7e-04,-4.7916,0.0732,0.2,0.4314,0.3922,0.1961,1.5324,1,-43.7059
11,12,0,0.0695,-7e-04,-4.7916,0.0553,0.0058,-4.9902,0.0732,0.1993,0.4314,0.3922,0.1961,1.7051,1,-43.5073
12,13,0,0.0553,0.0058,-4.9902,0.0601,-0.0072,-5.1897,0.0732,0.2,0.4314,0.3922,0.1961,1.8789,1,-43.3078
13,14,0,0.0601,-0.0072,-5.1897,0.0778,-0.0143,-5.3888,0.0732,0.2,0.4314,0.3922,0.1961,2.0534,1,-43.1087
14,15,0,0.0778,-0.0143,-5.3888,0.0792,-0.0152,-5.4044,0.0732,0.0157,0.4314,0.3922,0.1961,2.0671,1,-43.0931
