node1ID node2ID branchID x1 y1 z1 x2 y2 z2 radius length R G B time type 
0 1 0 0.0000 0.0000 -3.0000 0.0058 -0.0058 -3.1998 0.0687 0.2000 0.4314 0.3922 0.1961 0.1502 1.0000 
1 2 0 0.0058 -0.0058 -3.1998 0.0136 -0.0030 -3.3904 0.0687 0.1908 0.4314 0.3922 0.1961 0.2940 1.0000 
2 3 0 0.0136 -0.0030 -3.3904 0.0219 0.0031 -3.5902 0.0687 0.2000 0.4314 0.3922 0.1961 0.4452 1.0000 
3 4 0 0.0219 0.0031 -3.5902 0.0139 0.0132 -3.7675 0.0687 0.1778 0.4314 0.3922 0.1961 0.5800 1.0000 
4 5 0 0.0139 0.0132 -3.7675 0.0071 0.0161 -3.9674 0.0687 0.2000 0.4314 0.3922 0.1961 0.7322 1.0000 
5 6 0 0.0071 0.0161 -3.9674 -0.0006 0.0189 -4.1394 0.0687 0.1722 0.4314 0.3922 0.1961 0.8635 1.0000 
6 7 0 -0.0006 0.0189 -4.1394 -0.0124 -0.0286 -4.3333 0.0687 0.2000 0.4314 0.3922 0.1961 1.0166 1.0000 
7 8 0 -0.0124 -0.0286 -4.3333 -0.0255 -0.0626 -4.5029 0.0687 0.1734 0.4314 0.3922 0.1961 1.1497 1.0000 
8 9 0 -0.0255 -0.0626 -4.5029 -0.0424 -0.0771 -4.7016 0.0687 0.2000 0.4314 0.3922 0.1961 1.3037 1.0000 
9 10 0 -0.0424 -0.0771 -4.7016 -0.0563 -0.0768 -4.9011 0.0687 0.2000 0.4314 0.3922 0.1961 1.4582 1.0000 
10 11 0 -0.0563 -0.0768 -4.9011 -0.0577 -0.0777 -4.9319 0.0687 0.0309 0.4314 0.3922 0.1961 1.4821 1.0000 
11 12 0 -0.0577 -0.0777 -4.9319 -0.0680 -0.0861 -5.1315 0.0687 0.2000 0.4314 0.3922 0.1961 1.6372 1.0000 
12 13 0 -0.0680 -0.0861 -5.1315 -0.0545 -0.0883 -5.3158 0.0687 0.1849 0.4314 0.3922 0.1961 1.7810 1.0000 
13 14 0 -0.0545 -0.0883 -5.3158 -0.0518 -0.0864 -5.5158 0.0687 0.2000 0.4314 0.3922 0.1961 1.9371 1.0000 
14 15 0 -0.0518 -0.0864 -5.5158 -0.0546 -0.1062 -5.7148 0.0687 0.2000 0.4314 0.3922 0.1961 2.0937 1.0000 
15 16 0 -0.0546 -0.1062 -5.7148 -0.0550 -0.1070 -5.7271 0.0687 0.0123 0.4314 0.3922 0.1961 2.1033 1.0000 
16 17 0 -0.0550 -0.1070 -5.7271 -0.0460 -0.1124 -5.9268 0.0687 0.2000 0.4314 0.3922 0.1961 2.2605 1.0000 
17 18 0 -0.0460 -0.1124 -5.9268 -0.0391 -0.1197 -6.1266 0.0687 0.2000 0.4314 0.3922 0.1961 2.4182 1.0000 
18 19 0 -0.0391 -0.1197 -6.1266 -0.0371 -0.1197 -6.1434 0.0687 0.0169 0.4314 0.3922 0.1961 2.4316 1.0000 
19 20 0 -0.0371 -0.1197 -6.1434 -0.0161 -0.1232 -6.3422 0.0687 0.2000 0.4314 0.3922 0.1961 2.5899 1.0000 
20 21 0 -0.0161 -0.1232 -6.3422 0.0215 -0.1562 -6.5359 0.0687 0.2000 0.4314 0.3922 0.1961 2.7487 1.0000 
21 22 0 0.0215 -0.1562 -6.5359 0.0221 -0.1568 -6.5395 0.0687 0.0037 0.4314 0.3922 0.1961 2.7517 1.0000 
22 23 0 0.0221 -0.1568 -6.5395 0.0564 -0.1786 -6.7353 0.0687 0.2000 0.4314 0.3922 0.1961 2.9110 1.0000 
23 24 0 0.0564 -0.1786 -6.7353 0.0514 -0.1572 -6.9341 0.0687 0.2000 0.4314 0.3922 0.1961 3.0710 1.0000 
24 25 0 0.0514 -0.1572 -6.9341 0.0506 -0.1521 -6.9800 0.0687 0.0462 0.4314 0.3922 0.1961 3.1080 1.0000 
25 26 0 0.0506 -0.1521 -6.9800 0.0477 -0.1310 -7.1789 0.0687 0.2000 0.4314 0.3922 0.1961 3.2686 1.0000 
26 27 0 0.0477 -0.1310 -7.1789 0.0522 -0.1137 -7.3781 0.0687 0.2000 0.4314 0.3922 0.1961 3.4298 1.0000 
27 28 0 0.0522 -0.1137 -7.3781 0.0525 -0.1132 -7.3915 0.0687 0.0134 0.4314 0.3922 0.1961 3.4406 1.0000 
28 29 0 0.0525 -0.1132 -7.3915 0.0403 -0.1012 -7.5907 0.0687 0.2000 0.4314 0.3922 0.1961 3.6023 1.0000 
29 30 0 0.0403 -0.1012 -7.5907 0.0429 -0.0769 -7.7892 0.0687 0.2000 0.4314 0.3922 0.1961 3.7647 1.0000 
30 31 0 0.0429 -0.0769 -7.7892 0.0430 -0.0760 -7.7974 0.0687 0.0082 0.4314 0.3922 0.1961 3.7714 1.0000 
