"node1ID","node2ID","branchID","x1","y1","z1","x2","y2","z2","radius","length","R","G","B","time","type","z3"
0,1,0,0,0,-3,0.0011,0.0011,-3.2,0.0641,0.2,0.4314,0.3922,0.1961,0.142,1,-48.7804
1,2,0,0.0011,0.0011,-3.2,0.0025,7e-04,-3.3789,0.0641,0.1789,0.4314,0.3922,0.1961,0.2694,1,-48.6015
2,3,0,0.0025,7e-04,-3.3789,0.0104,-3e-04,-3.5787,0.0641,0.2,0.4314,0.3922,0.1961,0.4123,1,-48.4017
3,4,0,0.0104,-3e-04,-3.5787,0.0103,0.0051,-3.7729,0.0641,0.1942,0.4314,0.3922,0.1961,0.5515,1,-48.2075
4,5,0,0.0103,0.0051,-3.7729,-0.0033,0.0116,-3.9723,0.0641,0.2,0.4314,0.3922,0.1961,0.6953,1,-48.0081
5,6,0,-0.0033,0.0116,-3.9723,-0.0012,0,-4.1673,0.0641,0.1953,0.4314,0.3922,0.1961,0.8362,1,-47.8131
6,7,0,-0.0012,0,-4.1673,1e-04,-0.0131,-4.3668,0.0641,0.2,0.4314,0.3922,0.1961,0.981,1,-47.6136
7,8,0,1e-04,-0.0131,-4.3668,-0.0014,-0.0302,-4.5442,0.0641,0.1782,0.4314,0.3922,0.1961,1.1104,1,-47.4362
8,9,0,-0.0014,-0.0302,-4.5442,-0.0138,-0.0307,-4.7438,0.0641,0.2,0.4314,0.3922,0.1961,1.256,1,-47.2366
9,10,0,-0.0138,-0.0307,-4.7438,-0.0271,-0.0381,-4.9432,0.0641,0.2,0.4314,0.3922,0.1961,1.4022,1,-47.0372
10,11,0,-0.0271,-0.0381,-4.9432,-0.0275,-0.0384,-4.9497,0.0641,0.0065,0.4314,0.3922,0.1961,1.4069,1,-47.0307
11,12,0,-0.0275,-0.0384,-4.9497,0.0039,-0.0061,-5.1446,0.0641,0.2,0.4314,0.3922,0.1961,1.5536,1,-46.8358
12,13,0,0.0039,-0.0061,-5.1446,0.0254,0.0194,-5.3132,0.0641,0.1719,0.4314,0.3922,0.1961,1.6801,1,-46.6672
13,14,0,0.0254,0.0194,-5.3132,0.0257,0.0456,-5.5114,0.0641,0.2,0.4314,0.3922,0.1961,1.8276,1,-46.469
14,15,0,0.0257,0.0456,-5.5114,0.0265,0.0698,-5.6938,0.0641,0.184,0.4314,0.3922,0.1961,1.9639,1,-46.2866
15,16,0,0.0265,0.0698,-5.6938,0.0252,0.0872,-5.8931,0.0641,0.2,0.4314,0.3922,0.1961,2.1124,1,-46.0873
16,17,0,0.0252,0.0872,-5.8931,0.0206,0.1025,-6.0728,0.0641,0.1804,0.4314,0.3922,0.1961,2.2468,1,-45.9076
17,18,0,0.0206,0.1025,-6.0728,0.0244,0.1024,-6.2727,0.0641,0.2,0.4314,0.3922,0.1961,2.3964,1,-45.7077
18,19,0,0.0244,0.1024,-6.2727,0.0249,0.1184,-6.4494,0.0641,0.1774,0.4314,0.3922,0.1961,2.5294,1,-45.531
19,20,0,0.0249,0.1184,-6.4494,0.0094,0.12,-6.6488,0.0641,0.2,0.4314,0.3922,0.1961,2.6799,1,-45.3316
20,21,0,0.0094,0.12,-6.6488,0.0075,0.127,-6.8486,0.0641,0.2,0.4314,0.3922,0.1961,2.8309,1,-45.1318
