"node1ID","node2ID","branchID","x1","y1","z1","x2","y2","z2","radius","length","R","G","B","time","type","z3"
0,1,0,0,0,-3,-0.0074,0.0291,-3.1977,0.0684,0.2,0.4314,0.3922,0.1961,0.1544,1,-47.1072
1,2,0,-0.0074,0.0291,-3.1977,0.0059,0.0492,-3.3963,0.0684,0.2,0.4314,0.3922,0.1961,0.3092,1,-46.9086
2,3,0,0.0059,0.0492,-3.3963,0.0075,0.0518,-3.4252,0.0684,0.0291,0.4314,0.3922,0.1961,0.3318,1,-46.8797
3,4,0,0.0075,0.0518,-3.4252,0.0192,0.0721,-3.6238,0.0684,0.2,0.4314,0.3922,0.1961,0.4872,1,-46.6811
4,5,0,0.0192,0.0721,-3.6238,0.0186,0.0709,-3.812,0.0684,0.1882,0.4314,0.3922,0.1961,0.634,1,-46.4929
5,6,0,0.0186,0.0709,-3.812,0.0177,0.0727,-4.012,0.0684,0.2,0.4314,0.3922,0.1961,0.7904,1,-46.2929
6,7,0,0.0177,0.0727,-4.012,0.0107,0.0801,-4.2117,0.0684,0.2,0.4314,0.3922,0.1961,0.9473,1,-46.0932
7,8,0,0.0107,0.0801,-4.2117,0.0097,0.0811,-4.2408,0.0684,0.0291,0.4314,0.3922,0.1961,0.9702,1,-46.0641
8,9,0,0.0097,0.0811,-4.2408,0.0116,0.0918,-4.4405,0.0684,0.2,0.4314,0.3922,0.1961,1.1277,1,-45.8644
9,10,0,0.0116,0.0918,-4.4405,0.013,0.1025,-4.6402,0.0684,0.2,0.4314,0.3922,0.1961,1.2858,1,-45.6647
10,11,0,0.013,0.1025,-4.6402,0.0132,0.1023,-4.6629,0.0684,0.0227,0.4314,0.3922,0.1961,1.3037,1,-45.642
11,12,0,0.0132,0.1023,-4.6629,0.0135,0.0975,-4.8629,0.0684,0.2,0.4314,0.3922,0.1961,1.4624,1,-45.442
12,13,0,0.0135,0.0975,-4.8629,0.0052,0.1092,-5.0595,0.0684,0.1972,0.4314,0.3922,0.1961,1.6193,1,-45.2454
13,14,0,0.0052,0.1092,-5.0595,-0.003,0.1256,-5.2587,0.0684,0.2,0.4314,0.3922,0.1961,1.779,1,-45.0462
14,15,0,-0.003,0.1256,-5.2587,-0.008,0.1364,-5.4583,0.0684,0.2,0.4314,0.3922,0.1961,1.9392,1,-44.8466
15,16,0,-0.008,0.1364,-5.4583,-0.0106,0.1369,-5.4938,0.0684,0.0356,0.4314,0.3922,0.1961,1.9677,1,-44.8111
16,17,0,-0.0106,0.1369,-5.4938,-6e-04,0.1511,-5.693,0.0684,0.2,0.4314,0.3922,0.1961,2.1286,1,-44.6119
17,18,0,-6e-04,0.1511,-5.693,0.0106,0.1609,-5.8925,0.0684,0.2,0.4314,0.3922,0.1961,2.29,1,-44.4124
18,19,0,0.0106,0.1609,-5.8925,0.0115,0.1624,-5.9269,0.0684,0.0344,0.4314,0.3922,0.1961,2.3178,1,-44.378
19,20,0,0.0115,0.1624,-5.9269,0.0126,0.1588,-6.1268,0.0684,0.2,0.4314,0.3922,0.1961,2.4799,1,-44.1781
20,21,0,0.0126,0.1588,-6.1268,0.0069,0.1593,-6.3058,0.0684,0.1791,0.4314,0.3922,0.1961,2.6254,1,-43.9991
21,22,0,0.0069,0.1593,-6.3058,0.009,0.1685,-6.5056,0.0684,0.2,0.4314,0.3922,0.1961,2.7885,1,-43.7993
22,23,0,0.009,0.1685,-6.5056,0.0054,0.1695,-6.7055,0.0684,0.2,0.4314,0.3922,0.1961,2.9521,1,-43.5994
23,24,0,0.0054,0.1695,-6.7055,0.0044,0.1683,-6.7367,0.0684,0.0312,0.4314,0.3922,0.1961,2.9777,1,-43.5682
24,25,0,0.0044,0.1683,-6.7367,-0.0111,0.1576,-6.9358,0.0684,0.2,0.4314,0.3922,0.1961,3.1419,1,-43.3691
25,26,0,-0.0111,0.1576,-6.9358,0.0192,0.1643,-7.1334,0.0684,0.2,0.4314,0.3922,0.1961,3.3068,1,-43.1715
26,27,0,0.0192,0.1643,-7.1334,0.0207,0.1647,-7.1452,0.0684,0.0119,0.4314,0.3922,0.1961,3.3166,1,-43.1597
27,28,0,0.0207,0.1647,-7.1452,0.0349,0.1515,-7.3442,0.0684,0.2,0.4314,0.3922,0.1961,3.4821,1,-42.9607
28,29,0,0.0349,0.1515,-7.3442,0.0508,0.1611,-7.5434,0.0684,0.2,0.4314,0.3922,0.1961,3.6481,1,-42.7615
29,30,0,0.0508,0.1611,-7.5434,0.0524,0.1607,-7.5589,0.0684,0.0157,0.4314,0.3922,0.1961,3.6611,1,-42.746
30,31,0,0.0524,0.1607,-7.5589,0.0628,0.1295,-7.7562,0.0684,0.2,0.4314,0.3922,0.1961,3.8278,1,-42.5487
31,32,0,0.0628,0.1295,-7.7562,0.0607,0.1201,-7.9362,0.0684,0.1803,0.4314,0.3922,0.1961,3.9785,1,-42.3687
32,33,0,0.0607,0.1201,-7.9362,0.0612,0.1092,-8.1359,0.0684,0.2,0.4314,0.3922,0.1961,4.1463,1,-42.169
33,34,0,0.0612,0.1092,-8.1359,0.0627,0.0926,-8.3352,0.0684,0.2,0.4314,0.3922,0.1961,4.3146,1,-41.9697
34,35,0,0.0627,0.0926,-8.3352,0.0628,0.0922,-8.349,0.0684,0.0138,0.4314,0.3922,0.1961,4.3262,1,-41.9559
35,36,0,0.0628,0.0922,-8.349,0.0641,0.0926,-8.549,0.0684,0.2,0.4314,0.3922,0.1961,4.4952,1,-41.7559
36,37,0,0.0641,0.0926,-8.549,0.068,0.0901,-8.7261,0.0684,0.1772,0.4314,0.3922,0.1961,4.6455,1,-41.5788
37,38,0,0.068,0.0901,-8.7261,0.0736,0.0866,-8.926,0.0684,0.2,0.4314,0.3922,0.1961,4.8156,1,-41.3789
38,39,0,0.0736,0.0866,-8.926,0.0706,0.0655,-9.1249,0.0684,0.2,0.4314,0.3922,0.1961,4.9863,1,-41.18
39,40,0,0.0706,0.0655,-9.1249,0.0706,0.0655,-9.125,0.0684,1e-04,0.4314,0.3922,0.1961,4.9864,1,-41.1799
40,41,0,0.0706,0.0655,-9.125,0.0543,0.0472,-9.3235,0.0684,0.2,0.4314,0.3922,0.1961,5.1578,1,-40.9814
41,42,0,0.0543,0.0472,-9.3235,0.0226,0.0524,-9.4969,0.0684,0.1763,0.4314,0.3922,0.1961,5.3094,1,-40.808
42,43,0,0.0226,0.0524,-9.4969,-0.0012,0.047,-9.6954,0.0684,0.2,0.4314,0.3922,0.1961,5.4819,1,-40.6095
43,44,0,-0.0012,0.047,-9.6954,-0.0319,0.0441,-9.893,0.0684,0.2,0.4314,0.3922,0.1961,5.655,1,-40.4119
44,45,0,-0.0319,0.0441,-9.893,-0.0324,0.0441,-9.8961,0.0684,0.0031,0.4314,0.3922,0.1961,5.6577,1,-40.4088
45,46,0,-0.0324,0.0441,-9.8961,-0.0443,0.0483,-10.0957,0.0684,0.2,0.4314,0.3922,0.1961,5.8314,1,-40.2092
46,47,0,-0.0443,0.0483,-10.0957,-0.0736,0.0683,-10.2868,0.0684,0.1944,0.4314,0.3922,0.1961,6.0009,1,-40.0181
47,48,0,-0.0736,0.0683,-10.2868,-0.0619,0.084,-10.4859,0.0684,0.2,0.4314,0.3922,0.1961,6.1759,1,-39.819
48,49,0,-0.0619,0.084,-10.4859,-0.0515,0.0701,-10.6851,0.0684,0.2,0.4314,0.3922,0.1961,6.3516,1,-39.6198
49,50,0,-0.0515,0.0701,-10.6851,-0.0507,0.0696,-10.6952,0.0684,0.0102,0.4314,0.3922,0.1961,6.3605,1,-39.6097
50,51,0,-0.0507,0.0696,-10.6952,-0.0403,0.0697,-10.8949,0.0684,0.2,0.4314,0.3922,0.1961,6.5369,1,-39.41
51,52,0,-0.0403,0.0697,-10.8949,-0.0344,0.063,-11.0766,0.0684,0.1819,0.4314,0.3922,0.1961,6.6978,1,-39.2283
52,53,0,-0.0344,0.063,-11.0766,-0.0321,0.0615,-11.2766,0.0684,0.2,0.4314,0.3922,0.1961,6.8754,1,-39.0283
53,54,0,-0.0321,0.0615,-11.2766,-0.0427,0.0691,-11.4761,0.0684,0.2,0.4314,0.3922,0.1961,7.0536,1,-38.8288
54,55,0,-0.0427,0.0691,-11.4761,-0.042,0.072,-11.5102,0.0684,0.0342,0.4314,0.3922,0.1961,7.0841,1,-38.7947
55,56,0,-0.042,0.072,-11.5102,-0.0327,0.0763,-11.7099,0.0684,0.2,0.4314,0.3922,0.1961,7.2632,1,-38.595
56,57,0,-0.0327,0.0763,-11.7099,-0.0288,0.0825,-11.8861,0.0684,0.1763,0.4314,0.3922,0.1961,7.4216,1,-38.4188
