node1ID node2ID branchID x1 y1 z1 x2 y2 z2 radius length R G B time type 
0 1 0 0.0000 0.0000 -0.0000 -0.0018 0.0046 -0.1614 0.0648 0.1614 0.4314 0.3922 0.1961 0.1247 1.0000 
1 2 0 -0.0018 0.0046 -0.1614 -0.0074 0.0235 -0.3604 0.0648 0.2000 0.4314 0.3922 0.1961 0.2797 1.0000 
2 3 0 -0.0074 0.0235 -0.3604 -0.0080 0.0255 -0.3848 0.0648 0.0245 0.4314 0.3922 0.1961 0.2988 1.0000 
3 4 0 -0.0080 0.0255 -0.3848 -0.0203 0.0298 -0.5792 0.0648 0.1948 0.4314 0.3922 0.1961 0.4504 1.0000 
4 5 0 -0.0203 0.0298 -0.5792 -0.0305 0.0313 -0.7789 0.0648 0.2000 0.4314 0.3922 0.1961 0.6066 1.0000 
5 6 0 -0.0305 0.0313 -0.7789 -0.0306 0.0320 -0.8193 0.0648 0.0404 0.4314 0.3922 0.1961 0.6382 1.0000 
6 7 0 -0.0306 0.0320 -0.8193 -0.0427 0.0258 -1.0188 0.0648 0.2000 0.4314 0.3922 0.1961 0.7951 1.0000 
7 8 0 -0.0427 0.0258 -1.0188 -0.0430 0.0257 -1.0270 0.0648 0.0081 0.4314 0.3922 0.1961 0.8015 1.0000 
8 9 0 -0.0430 0.0257 -1.0270 -0.0470 0.0199 -1.2268 0.0648 0.2000 0.4314 0.3922 0.1961 0.9590 1.0000 
9 10 0 -0.0470 0.0199 -1.2268 -0.0473 0.0198 -1.2393 0.0648 0.0125 0.4314 0.3922 0.1961 0.9689 1.0000 
10 11 0 -0.0473 0.0198 -1.2393 -0.0394 0.0099 -1.4379 0.0648 0.1990 0.4314 0.3922 0.1961 1.1262 1.0000 
11 12 0 -0.0394 0.0099 -1.4379 -0.0422 0.0034 -1.5864 0.0648 0.1487 0.4314 0.3922 0.1961 1.2442 1.0000 
12 13 0 -0.0422 0.0034 -1.5864 -0.0342 -0.0201 -1.7848 0.0648 0.2000 0.4314 0.3922 0.1961 1.4033 1.0000 
13 14 0 -0.0342 -0.0201 -1.7848 -0.0338 -0.0222 -1.8039 0.0648 0.0192 0.4314 0.3922 0.1961 1.4186 1.0000 
