"node1ID","node2ID","branchID","x1","y1","z1","x2","y2","z2","radius","length","R","G","B","time","type","z3"
0,1,0,0,0,-3,0.0173,0.0573,-3.1908,0.0661,0.2,0.4314,0.3922,0.1961,0.1655,1,-29.096
1,2,0,0.0173,0.0573,-3.1908,0.0337,0.1087,-3.3693,0.0661,0.1865,0.4314,0.3922,0.1961,0.3204,1,-28.9175
2,3,0,0.0337,0.1087,-3.3693,0.0508,0.1566,-3.5627,0.0661,0.2,0.4314,0.3922,0.1961,0.4871,1,-28.7241
3,4,0,0.0508,0.1566,-3.5627,0.0661,0.1986,-3.7342,0.0661,0.1772,0.4314,0.3922,0.1961,0.6354,1,-28.5526
4,5,0,0.0661,0.1986,-3.7342,0.0801,0.2331,-3.9307,0.0661,0.2,0.4314,0.3922,0.1961,0.8033,1,-28.3561
5,6,0,0.0801,0.2331,-3.9307,0.1018,0.2093,-4.1188,0.0661,0.1909,0.4314,0.3922,0.1961,0.9642,1,-28.168
6,7,0,0.1018,0.2093,-4.1188,0.1082,0.1869,-4.3175,0.0661,0.2,0.4314,0.3922,0.1961,1.1334,1,-27.9693
7,8,0,0.1082,0.1869,-4.3175,0.1234,0.1714,-4.5084,0.0661,0.1921,0.4314,0.3922,0.1961,1.2965,1,-27.7784
8,9,0,0.1234,0.1714,-4.5084,0.1413,0.1746,-4.7075,0.0661,0.2,0.4314,0.3922,0.1961,1.4669,1,-27.5793
9,10,0,0.1413,0.1746,-4.7075,0.1326,0.1825,-4.9072,0.0661,0.2,0.4314,0.3922,0.1961,1.6381,1,-27.3796
10,11,0,0.1326,0.1825,-4.9072,0.1325,0.1828,-4.9156,0.0661,0.0084,0.4314,0.3922,0.1961,1.6453,1,-27.3712
11,12,0,0.1325,0.1828,-4.9156,0.1364,0.1507,-5.113,0.0661,0.2,0.4314,0.3922,0.1961,1.8171,1,-27.1738
12,13,0,0.1364,0.1507,-5.113,0.1323,0.1398,-5.3126,0.0661,0.2,0.4314,0.3922,0.1961,1.9896,1,-26.9742
13,14,0,0.1323,0.1398,-5.3126,0.1312,0.1383,-5.3339,0.0661,0.0214,0.4314,0.3922,0.1961,2.0081,1,-26.9529
14,15,0,0.1312,0.1383,-5.3339,0.1196,0.1206,-5.5328,0.0661,0.2,0.4314,0.3922,0.1961,2.1813,1,-26.754
15,16,0,0.1196,0.1206,-5.5328,0.1223,0.0947,-5.7311,0.0661,0.2,0.4314,0.3922,0.1961,2.3553,1,-26.5557
16,17,0,0.1223,0.0947,-5.7311,0.1223,0.0947,-5.7319,0.0661,8e-04,0.4314,0.3922,0.1961,2.3559,1,-26.5549
17,18,0,0.1223,0.0947,-5.7319,0.1369,0.0766,-5.9305,0.0661,0.2,0.4314,0.3922,0.1961,2.5306,1,-26.3563
18,19,0,0.1369,0.0766,-5.9305,0.1533,0.0773,-6.1298,0.0661,0.2,0.4314,0.3922,0.1961,2.7059,1,-26.157
19,20,0,0.1533,0.0773,-6.1298,0.1534,0.0773,-6.1325,0.0661,0.0027,0.4314,0.3922,0.1961,2.7082,1,-26.1543
20,21,0,0.1534,0.0773,-6.1325,0.171,0.1001,-6.3304,0.0661,0.2,0.4314,0.3922,0.1961,2.8843,1,-25.9564
21,22,0,0.171,0.1001,-6.3304,0.1833,0.1059,-6.53,0.0661,0.2,0.4314,0.3922,0.1961,3.061,1,-25.7568
22,23,0,0.1833,0.1059,-6.53,0.1834,0.106,-6.5315,0.0661,0.0015,0.4314,0.3922,0.1961,3.0624,1,-25.7553
23,24,0,0.1834,0.106,-6.5315,0.1859,0.1138,-6.7313,0.0661,0.2,0.4314,0.3922,0.1961,3.2398,1,-25.5555
24,25,0,0.1859,0.1138,-6.7313,0.1903,0.1195,-6.9312,0.0661,0.2,0.4314,0.3922,0.1961,3.418,1,-25.3556
