"node1ID","node2ID","branchID","x1","y1","z1","x2","y2","z2","radius","length","R","G","B","time","type","z3"
0,1,0,0,0,-3,0.0028,0.0011,-3.2,0.0872,0.2,0.4314,0.3922,0.1961,0.1566,1,-30.169
1,2,0,0.0028,0.0011,-3.2,0.0058,0.0022,-3.4,0.0872,0.2,0.4314,0.3922,0.1961,0.3139,1,-29.969
2,3,0,0.0058,0.0022,-3.4,0.0059,0.0022,-3.4061,0.0872,0.0061,0.4314,0.3922,0.1961,0.3187,1,-29.9629
3,4,0,0.0059,0.0022,-3.4061,-0.0055,0.0026,-3.6057,0.0872,0.2,0.4314,0.3922,0.1961,0.4765,1,-29.7633
4,5,0,-0.0055,0.0026,-3.6057,-0.0172,0.0023,-3.7922,0.0872,0.1868,0.4314,0.3922,0.1961,0.6245,1,-29.5768
5,6,0,-0.0172,0.0023,-3.7922,-0.0144,0.0089,-3.9921,0.0872,0.2,0.4314,0.3922,0.1961,0.7836,1,-29.3769
6,7,0,-0.0144,0.0089,-3.9921,0.0041,-0.0245,-4.1884,0.0872,0.2,0.4314,0.3922,0.1961,0.9432,1,-29.1806
7,8,0,0.0041,-0.0245,-4.1884,0.0079,-0.0309,-4.2262,0.0872,0.0385,0.4314,0.3922,0.1961,0.974,1,-29.1428
8,9,0,0.0079,-0.0309,-4.2262,0.0286,-0.0807,-4.4188,0.0872,0.2,0.4314,0.3922,0.1961,1.1344,1,-28.9502
9,10,0,0.0286,-0.0807,-4.4188,0.0452,-0.1067,-4.6124,0.0872,0.1961,0.4314,0.3922,0.1961,1.2922,1,-28.7566
10,11,0,0.0452,-0.1067,-4.6124,0.0393,-0.126,-4.8113,0.0872,0.2,0.4314,0.3922,0.1961,1.4537,1,-28.5577
11,12,0,0.0393,-0.126,-4.8113,0.0243,-0.131,-5.0107,0.0872,0.2,0.4314,0.3922,0.1961,1.616,1,-28.3583
12,13,0,0.0243,-0.131,-5.0107,0.024,-0.1306,-5.0267,0.0872,0.016,0.4314,0.3922,0.1961,1.629,1,-28.3423
13,14,0,0.024,-0.1306,-5.0267,0.0201,-0.1259,-5.2267,0.0872,0.2,0.4314,0.3922,0.1961,1.7919,1,-28.1423
14,15,0,0.0201,-0.1259,-5.2267,0.0337,-0.1279,-5.4262,0.0872,0.2,0.4314,0.3922,0.1961,1.9555,1,-27.9428
15,16,0,0.0337,-0.1279,-5.4262,0.0338,-0.128,-5.4279,0.0872,0.0017,0.4314,0.3922,0.1961,1.9569,1,-27.9411
16,17,0,0.0338,-0.128,-5.4279,0.0486,-0.1333,-5.6272,0.0872,0.2,0.4314,0.3922,0.1961,2.1211,1,-27.7418
17,18,0,0.0486,-0.1333,-5.6272,0.0452,-0.1276,-5.7952,0.0872,0.1681,0.4314,0.3922,0.1961,2.2595,1,-27.5738
18,19,0,0.0452,-0.1276,-5.7952,0.0458,-0.1238,-5.9951,0.0872,0.2,0.4314,0.3922,0.1961,2.4249,1,-27.3739
19,20,0,0.0458,-0.1238,-5.9951,0.0435,-0.1258,-6.1951,0.0872,0.2,0.4314,0.3922,0.1961,2.591,1,-27.1739
20,21,0,0.0435,-0.1258,-6.1951,0.0432,-0.126,-6.2163,0.0872,0.0212,0.4314,0.3922,0.1961,2.6087,1,-27.1527
21,22,0,0.0432,-0.126,-6.2163,0.0387,-0.1265,-6.4163,0.0872,0.2,0.4314,0.3922,0.1961,2.7755,1,-26.9527
