node1ID node2ID branchID x1 y1 z1 x2 y2 z2 radius length R G B time type 
0 1 0 0.0000 0.0000 -3.0000 0.0109 0.0376 -3.1961 0.0680 0.2000 0.4314 0.3922 0.1961 0.1687 1.0000 
1 2 0 0.0109 0.0376 -3.1961 0.0295 0.0570 -3.3631 0.0680 0.1691 0.4314 0.3922 0.1961 0.3118 1.0000 
2 3 0 0.0295 0.0570 -3.3631 0.0343 0.0844 -3.5611 0.0680 0.2000 0.4314 0.3922 0.1961 0.4817 1.0000 
3 4 0 0.0343 0.0844 -3.5611 0.0131 0.1359 -3.7374 0.0680 0.1848 0.4314 0.3922 0.1961 0.6392 1.0000 
4 5 0 0.0131 0.1359 -3.7374 -0.0351 0.1441 -3.9313 0.0680 0.2000 0.4314 0.3922 0.1961 0.8103 1.0000 
5 6 0 -0.0351 0.1441 -3.9313 -0.0545 0.1718 -4.1284 0.0680 0.2000 0.4314 0.3922 0.1961 0.9820 1.0000 
6 7 0 -0.0545 0.1718 -4.1284 -0.0549 0.1725 -4.1347 0.0680 0.0064 0.4314 0.3922 0.1961 0.9875 1.0000 
7 8 0 -0.0549 0.1725 -4.1347 -0.0682 0.1671 -4.3342 0.0680 0.2000 0.4314 0.3922 0.1961 1.1599 1.0000 
8 9 0 -0.0682 0.1671 -4.3342 -0.0821 0.1625 -4.5337 0.0680 0.2000 0.4314 0.3922 0.1961 1.3330 1.0000 
9 10 0 -0.0821 0.1625 -4.5337 -0.0826 0.1624 -4.5411 0.0680 0.0074 0.4314 0.3922 0.1961 1.3394 1.0000 
10 11 0 -0.0826 0.1624 -4.5411 -0.1011 0.1619 -4.7402 0.0680 0.2000 0.4314 0.3922 0.1961 1.5132 1.0000 
11 12 0 -0.1011 0.1619 -4.7402 -0.1124 0.1610 -4.9323 0.0680 0.1925 0.4314 0.3922 0.1961 1.6810 1.0000 
12 13 0 -0.1124 0.1610 -4.9323 -0.1197 0.1639 -5.1322 0.0680 0.2000 0.4314 0.3922 0.1961 1.8561 1.0000 
13 14 0 -0.1197 0.1639 -5.1322 -0.1170 0.1637 -5.3321 0.0680 0.2000 0.4314 0.3922 0.1961 2.0319 1.0000 
