node1ID,node2ID,branchID,x1,y1,z1,x2,y2,z2,radius,length,R,G,B,time,type
0,1,0,0,0,-0,0,3e-4,-0.001,0.09,0.001,0,0,205,3e-4,1
1,2,0,0,3e-4,-0.001,0.0082,0.1384,-0.5069,0.09,0.5245,0,0,205,0.1575,1
2,3,0,0.0082,0.1384,-0.5069,0.036,0.304,-1.1107,0.09,0.6268,0,0,205,0.3459,1
3,4,0,0.036,0.304,-1.1107,0.0716,0.4455,-1.5737,0.09,0.4854,0,0,205,0.4921,1
4,5,0,0.0716,0.4455,-1.5737,0.0571,0.5988,-2.0979,0.09,0.5464,0,0,205,0.657,1
5,6,0,0.0571,0.5988,-2.0979,0.0327,0.7543,-2.5995,0.09,0.5257,0,0,205,0.8161,1
6,7,0,0.0327,0.7543,-2.5995,0.03,0.8958,-3.095,0.09,0.5153,0,0,205,0.9723,1
7,8,0,0.03,0.8958,-3.095,-0.0042,1.1041,-3.5427,0.09,0.4949,0,0,205,1.1227,1
8,9,0,-0.0042,1.1041,-3.5427,-0.0326,1.3246,-4.0704,0.09,0.5727,0,0,205,1.2971,1
9,10,0,-0.0326,1.3246,-4.0704,-0.0177,1.4976,-4.5673,0.09,0.5263,0,0,205,1.4577,1
10,11,0,-0.0177,1.4976,-4.5673,0.0033,1.6554,-5.0131,0.09,0.4734,0,0,205,1.6025,1
11,12,0,0.0033,1.6554,-5.0131,0.024,1.806,-5.4784,0.09,0.4895,0,0,205,1.7526,1
12,13,0,0.024,1.806,-5.4784,0.0304,1.9726,-5.9538,0.09,0.5037,0,0,205,1.9073,1
13,14,0,0.0304,1.9726,-5.9538,0.0192,2.152,-6.4254,0.09,0.5048,0,0,205,2.0626,1
14,15,0,0.0192,2.152,-6.4254,0.0206,2.3368,-6.9301,0.09,0.5374,0,0,205,2.2284,1
15,16,0,0.0206,2.3368,-6.9301,0.0094,2.5446,-7.46,0.09,0.5693,0,0,205,2.4045,1
16,17,0,0.0094,2.5446,-7.46,0.0041,2.6913,-7.8709,0.09,0.4363,0,0,205,2.5397,1
17,18,0,0.0041,2.6913,-7.8709,0.0251,2.8133,-8.3476,0.09,0.4926,0,0,205,2.6926,1
18,19,0,0.0251,2.8133,-8.3476,0.0495,2.9297,-8.8938,0.09,0.559,0,0,205,2.8665,1
19,20,0,0.0495,2.9297,-8.8938,0.0703,3.0366,-9.4967,0.09,0.6127,0,0,205,3.0577,1
20,21,0,0.0703,3.0366,-9.4967,0.1328,3.0815,-9.9603,0.09,0.4699,0,0,205,3.2046,1
21,22,0,0.1328,3.0815,-9.9603,0.1429,3.1213,-10.5412,0.09,0.5823,0,0,205,3.3871000000000002,1
22,23,0,0.1429,3.1213,-10.5412,0.1704,3.1512,-11.0152,0.09,0.4758,0,0,205,3.5366,1
23,24,0,0.1704,3.1512,-11.0152,0.1892,3.1597,-11.3728,0.09,0.3582,0,0,205,3.6493,1
24,25,0,0.1892,3.1597,-11.3728,0.1503,3.1721,-11.95,0.09,0.5787,0,0,205,3.8318,1
25,26,0,0.1503,3.1721,-11.95,0.116,3.1548,-12.5887,0.09,0.6398,0,0,205,4.0341,1
26,27,0,0.116,3.1548,-12.5887,0.0739,3.1237,-13.1266,0.09,0.5404,0,0,205,4.2054,1
27,28,0,0.0739,3.1237,-13.1266,0.0551,3.1057,-13.5971,0.09,0.4713,0,0,205,4.3551,1
28,29,0,0.0551,3.1057,-13.5971,0.0426,3.0828,-14.1106,0.09,0.5141,0,0,205,4.5188,1
29,30,0,0.0426,3.0828,-14.1106,6e-4,3.0726,-14.6973,0.09,0.5884,0,0,205,4.7066,1
30,31,0,6e-4,3.0726,-14.6973,-0.0099,3.0866,-15.1609,0.09,0.4639,0,0,205,4.855,1
31,32,0,-0.0099,3.0866,-15.1609,-0.0083,3.1037,-15.6954,0.09,0.5348,0,0,205,5.0265,1
32,33,0,-0.0083,3.1037,-15.6954,-0.0091,3.1235,-16.2556,0.09,0.5605,0,0,205,5.2066,1
33,34,0,-0.0091,3.1235,-16.2556,-0.0065,3.1367,-16.7136,0.09,0.4582,0,0,205,5.3542,1
34,35,0,-0.0065,3.1367,-16.7136,0.0025,3.1505,-17.2101,0.09,0.4968,0,0,205,5.5146,1
35,36,0,0.0025,3.1505,-17.2101,0.0208,3.2061,-17.7199,0.09,0.5132,0,0,205,5.6806,1
36,37,0,0.0208,3.2061,-17.7199,0.0633,3.2252,-18.3069,0.09,0.5888,0,0,205,5.8716,1
37,38,0,0.0633,3.2252,-18.3069,0.0981,3.2374,-18.8382,0.09,0.5326,0,0,205,6.0448,1
38,39,0,0.0981,3.2374,-18.8382,0.1115,3.2579,-19.3902,0.09,0.5525,0,0,205,6.2249,1
39,40,0,0.1115,3.2579,-19.3902,0.1071,3.2853,-19.9453,0.09,0.5558,0,0,205,6.4065,1
40,41,0,0.1071,3.2853,-19.9453,0.0909,3.2795,-20.4941,0.09,0.5491,0,0,205,6.5864,1
41,42,0,0.0909,3.2795,-20.4941,0.0789,3.2719,-20.9594,0.09,0.4655,0,0,205,6.7392,1
42,43,0,0.0789,3.2719,-20.9594,0.0686,3.2427,-21.5653,0.09,0.6067,0,0,205,6.9389,1
43,44,0,0.0686,3.2427,-21.5653,0.0701,3.2397,-22.0879,0.09,0.5226,0,0,205,7.1113,1
44,45,0,0.0701,3.2397,-22.0879,0.0576,3.2406,-22.5928,0.09,0.5051,0,0,205,7.2784,1
45,46,0,0.0576,3.2406,-22.5928,0.0591,3.2579,-23.139,0.09,0.5465,0,0,205,7.4596,1
46,47,0,0.0591,3.2579,-23.139,0.0718,3.2583,-23.6306,0.09,0.4918,0,0,205,7.623,1
47,48,0,0.0718,3.2583,-23.6306,0.0869,3.2557,-24.1655,0.09,0.5351,0,0,205,7.8013,1
48,49,0,0.0869,3.2557,-24.1655,0.1007,3.2511,-24.6932,0.09,0.5279,0,0,205,7.9776,1
49,50,0,0.1007,3.2511,-24.6932,0.1188,3.239,-25.2274,0.09,0.5346,0,0,205,8.1565,1
50,51,0,0.1188,3.239,-25.2274,0.1457,3.2263,-25.8174,0.09,0.5907,0,0,205,8.3548,1
51,52,0,0.1457,3.2263,-25.8174,0.1519,3.2131,-26.3904,0.09,0.5733,0,0,205,8.5477,1
52,53,0,0.1519,3.2131,-26.3904,0.0641,3.1351,-26.9603,0.09,0.5818,0,0,205,8.7441,1
53,54,0,0.0641,3.1351,-26.9603,0.0396,3.1182,-27.4835,0.09,0.524,0,0,205,8.9213,1
54,55,0,0.0396,3.1182,-27.4835,0.0164,3.0946,-28.0096,0.09,0.5271,0,0,205,9.1001,1
55,56,0,0.0164,3.0946,-28.0096,-0.0044,3.0661,-28.5315,0.09,0.5231,0,0,205,9.278,1
56,57,0,-0.0044,3.0661,-28.5315,0.0104,3.0475,-29.0394,0.09,0.5085,0,0,205,9.4513,1
57,58,0,0.0104,3.0475,-29.0394,0.038,3.0338,-29.564,0.09,0.5255,0,0,205,9.6308,1
58,59,0,0.038,3.0338,-29.564,0.0643,3.0145,-30.0281,0.09,0.4652,0,0,205,9.7901,1
59,60,0,0.0643,3.0145,-30.0281,0.0782,3.0285,-30.5537,0.09,0.526,0,0,205,9.9707,1
60,61,0,0.0782,3.0285,-30.5537,0.0933,3.0496,-31.0782,0.09,0.5251,0,0,205,10.1514,1
61,62,0,0.0933,3.0496,-31.0782,0.1114,3.0709,-31.6054,0.09,0.528,0,0,205,10.3335,1
62,63,0,0.1114,3.0709,-31.6054,0.1182,3.0772,-32.1252,0.09,0.5199,0,0,205,10.5133,1
63,64,0,0.1182,3.0772,-32.1252,0.1022,3.0687,-32.6328,0.09,0.5079,0,0,205,10.6894,1
64,65,0,0.1022,3.0687,-32.6328,0.0966,3.0446,-33.2072,0.09,0.5749,0,0,205,10.8892,1
65,66,0,0.0966,3.0446,-33.2072,0.0905,3.0071,-33.7922,0.09,0.5863,0,0,205,11.0936,1
66,67,0,0.0905,3.0071,-33.7922,0.0971,2.9768,-34.1972,0.09,0.4061,0,0,205,11.2354,1
67,68,0,0.0971,2.9768,-34.1972,0.0743,2.8929,-34.7002,0.09,0.5105,0,0,205,11.4142,1
68,69,0,0.0743,2.8929,-34.7002,0.0378,2.8223,-35.2521,0.09,0.5576,0,0,205,11.6099,1
69,70,0,0.0378,2.8223,-35.2521,0.0192,2.782,-35.7347,0.09,0.4847,0,0,205,11.7805,1
70,71,0,0.0192,2.782,-35.7347,3e-4,2.7406,-36.2253,0.09,0.4926,0,0,205,11.9543,1
71,72,0,3e-4,2.7406,-36.2253,-0.0196,2.6927,-36.7767,0.09,0.5539,0,0,205,12.1503,1
72,73,0,-0.0196,2.6927,-36.7767,-0.0259,2.6265,-37.3112,0.09,0.5386,0,0,205,12.3413,1
73,74,0,-0.0259,2.6265,-37.3112,-0.0302,2.5639,-37.8407,0.09,0.5332,0,0,205,12.5308,1
74,75,0,-0.0302,2.5639,-37.8407,-0.0698,2.4925,-38.4467,0.09,0.6115,0,0,205,12.7489,1
75,76,0,-0.0698,2.4925,-38.4467,-0.1266,2.4504,-39.0165,0.09,0.5742,0,0,205,12.9542,1
76,77,0,-0.1266,2.4504,-39.0165,-0.1962,2.4349,-39.5732,0.09,0.5613,0,0,205,13.1555,1
77,78,0,-0.1962,2.4349,-39.5732,-0.1607,2.4252,-40.179,0.09,0.6069,0,0,205,13.3738,1
78,79,0,-0.1607,2.4252,-40.179,-0.1426,2.4267,-40.6892,0.09,0.5105,0,0,205,13.5579,1
79,80,0,-0.1426,2.4267,-40.6892,-0.1521,2.4006,-41.2482,0.09,0.5598,0,0,205,13.7603,1
80,81,0,-0.1521,2.4006,-41.2482,-0.1766,2.4086,-41.7876,0.09,0.54,0,0,205,13.9562,1
81,82,0,-0.1766,2.4086,-41.7876,-0.2147,2.3998,-42.3603,0.09,0.574,0,0,205,14.1649,1
82,83,0,-0.2147,2.3998,-42.3603,-0.1753,2.4096,-42.9504,0.09,0.5915,0,0,205,14.3806,1
83,84,0,-0.1753,2.4096,-42.9504,-0.1552,2.4232,-43.5286,0.09,0.5788,0,0,205,14.5923,1
84,85,0,-0.1552,2.4232,-43.5286,-0.1535,2.4652,-44.0587,0.09,0.5317,0,0,205,14.7874,1
85,86,0,-0.1535,2.4652,-44.0587,-0.1508,2.5146,-44.6863,0.09,0.6296,0,0,205,15.019,1
86,87,0,-0.1508,2.5146,-44.6863,-0.1731,2.5648,-45.1831,0.09,0.4998,0,0,205,15.2034,1
87,88,0,-0.1731,2.5648,-45.1831,-0.1908,2.6105,-45.6802,0.09,0.4994,0,0,205,15.3882,1
88,89,0,-0.1908,2.6105,-45.6802,-0.2192,2.6589,-46.173,0.09,0.4961,0,0,205,15.5721,1
89,90,0,-0.2192,2.6589,-46.173,-0.2495,2.7036,-46.6651,0.09,0.495,0,0,205,15.7561,1
90,91,0,-0.2495,2.7036,-46.6651,-0.2804,2.7547,-47.1172,0.09,0.456,0,0,205,15.9261,1
